[2339, 1653]
[paragraph, [390.0, 195.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 231.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 267.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 303.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 339.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 375.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 411.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 447.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 483.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 519.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 555.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 591.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 627.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [390.0, 663.0, 1070.0, 36.0], shoonya_2sJ0YQCP2TM5S2, 5733902]
[paragraph, [392.0, 725.0, 1070.0, 36.0], shoonya_1s917E5UG9I2AW, 5733902]
[paragraph, [392.0, 761.0, 1070.0, 36.0], shoonya_1s917E5UG9I2AW, 5733902]
[paragraph, [392.0, 797.0, 1070.0, 36.0], shoonya_1s917E5UG9I2AW, 5733902]
[paragraph, [392.0, 833.0, 1070.0, 36.0], shoonya_1s917E5UG9I2AW, 5733902]
[paragraph, [392.0, 869.0, 1070.0, 36.0], shoonya_1s917E5UG9I2AW, 5733902]
[paragraph, [392.0, 905.0, 1070.0, 36.0], shoonya_1s917E5UG9I2AW, 5733902]
[paragraph, [392.0, 941.0, 1070.0, 36.0], shoonya_1s917E5UG9I2AW, 5733902]
[paragraph, [392.0, 1012.0, 1071.0, 36.0], shoonya_3sRYOI798TT5W8, 5733902]
[paragraph, [392.0, 1048.0, 1071.0, 36.0], shoonya_3sRYOI798TT5W8, 5733902]
[paragraph, [392.0, 1084.0, 1071.0, 36.0], shoonya_3sRYOI798TT5W8, 5733902]
[paragraph, [392.0, 1120.0, 1071.0, 36.0], shoonya_3sRYOI798TT5W8, 5733902]
[paragraph, [392.0, 1156.0, 1071.0, 36.0], shoonya_3sRYOI798TT5W8, 5733902]
[paragraph, [392.0, 1192.0, 1071.0, 36.0], shoonya_3sRYOI798TT5W8, 5733902]
[paragraph, [390.0, 1251.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1287.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1323.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1359.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1395.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1431.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1467.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1503.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1539.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1575.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1611.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1647.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1683.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1719.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1755.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1791.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1827.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1863.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1899.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [390.0, 1935.0, 1070.0, 36.0], shoonya_0sGB4D097J3OYW, 5733902]
[paragraph, [392.0, 2009.0, 1074.0, 36.0], shoonya_4sLSRQLLSYNME1, 5733902]
[paragraph, [392.0, 2045.0, 1074.0, 36.0], shoonya_4sLSRQLLSYNME1, 5733902]
[folio, [1050.0, 2183.0, 358.0, 36.0], shoonya_5s2GVCH0MGHH33, 5733902]
