[2338, 1654]
[paragraph, [525.0, 195.0, 564.0, 36.0], shoonya_4sASSAKNYJRPBL, 5753926]
[paragraph, [362.0, 270.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 306.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 342.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 378.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 414.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 450.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 486.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 522.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 558.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 594.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 630.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 666.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 702.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 738.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 774.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 810.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 846.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 882.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 918.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 954.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 990.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 1026.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 1062.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 1098.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 1134.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 1170.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 1206.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 1242.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [362.0, 1278.0, 1165.0, 36.0], shoonya_0sNO9J5UOSN2AS, 5753926]
[paragraph, [365.0, 1337.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1373.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1409.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1445.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1481.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1517.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1553.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1589.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1625.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1661.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1697.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1733.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1769.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[paragraph, [365.0, 1805.0, 1133.0, 36.0], shoonya_1sWY6GP1FSWK7U, 5753926]
[reference, [360.0, 2053.0, 822.0, 36.0], O0VD6WszBH, 5753926]
