[792, 612]
[contact-info, [125.0, 110.0, 375.0, 18.0], shoonya_1s7C1H22BDNUG2, 6515504]
[contact-info, [125.0, 128.0, 375.0, 18.0], shoonya_1s7C1H22BDNUG2, 6515504]
[paragraph, [51.0, 200.0, 148.0, 18.0], shoonya_2sLID05WPTU04X, 6515504]
[paragraph, [51.0, 218.0, 148.0, 18.0], shoonya_2sLID05WPTU04X, 6515504]
[paragraph, [229.0, 202.0, 152.0, 18.0], shoonya_3sPJ4QYQP0V1T1, 6515504]
[paragraph, [229.0, 220.0, 152.0, 18.0], shoonya_3sPJ4QYQP0V1T1, 6515504]
[paragraph, [229.0, 238.0, 152.0, 18.0], shoonya_3sPJ4QYQP0V1T1, 6515504]
[paragraph, [229.0, 256.0, 152.0, 18.0], shoonya_3sPJ4QYQP0V1T1, 6515504]
[paragraph, [229.0, 274.0, 152.0, 18.0], shoonya_3sPJ4QYQP0V1T1, 6515504]
[paragraph, [410.0, 202.0, 154.0, 18.0], shoonya_4sDRC39DFXWDOE, 6515504]
[paragraph, [409.0, 244.0, 154.0, 18.0], IEFb_pPXl_, 6515504]
[paragraph, [409.0, 262.0, 154.0, 18.0], IEFb_pPXl_, 6515504]
[paragraph, [409.0, 280.0, 154.0, 18.0], IEFb_pPXl_, 6515504]
[paragraph, [409.0, 298.0, 154.0, 18.0], IEFb_pPXl_, 6515504]
[paragraph, [409.0, 316.0, 154.0, 18.0], IEFb_pPXl_, 6515504]
[paragraph, [409.0, 334.0, 154.0, 18.0], IEFb_pPXl_, 6515504]
[author, [67.0, 247.0, 118.0, 18.0], mqVkOxgl-v, 6515504]
[paragraph, [48.0, 322.0, 155.0, 18.0], Al5nT3Gs-e, 6515504]
[paragraph, [48.0, 340.0, 155.0, 18.0], Al5nT3Gs-e, 6515504]
[paragraph, [48.0, 358.0, 155.0, 18.0], Al5nT3Gs-e, 6515504]
[paragraph, [48.0, 376.0, 155.0, 18.0], Al5nT3Gs-e, 6515504]
[paragraph, [48.0, 394.0, 155.0, 18.0], Al5nT3Gs-e, 6515504]
[paragraph, [48.0, 412.0, 155.0, 18.0], Al5nT3Gs-e, 6515504]
[paragraph, [229.0, 343.0, 153.0, 18.0], mBdBxjKos9, 6515504]
[paragraph, [229.0, 361.0, 153.0, 18.0], mBdBxjKos9, 6515504]
[paragraph, [229.0, 379.0, 153.0, 18.0], mBdBxjKos9, 6515504]
[paragraph, [229.0, 397.0, 153.0, 18.0], mBdBxjKos9, 6515504]
[paragraph, [408.0, 376.0, 151.0, 18.0], dPyVES06va, 6515504]
[paragraph, [408.0, 394.0, 151.0, 18.0], dPyVES06va, 6515504]
[paragraph, [408.0, 412.0, 151.0, 18.0], dPyVES06va, 6515504]
[paragraph, [408.0, 430.0, 151.0, 18.0], dPyVES06va, 6515504]
[paragraph, [408.0, 448.0, 151.0, 18.0], dPyVES06va, 6515504]
[paragraph, [230.0, 461.0, 153.0, 18.0], jEhj2g4oMC, 6515504]
[paragraph, [230.0, 479.0, 153.0, 18.0], jEhj2g4oMC, 6515504]
[paragraph, [230.0, 497.0, 153.0, 18.0], jEhj2g4oMC, 6515504]
[paragraph, [230.0, 515.0, 153.0, 18.0], jEhj2g4oMC, 6515504]
[paragraph, [230.0, 533.0, 153.0, 18.0], jEhj2g4oMC, 6515504]
[paragraph, [230.0, 551.0, 153.0, 18.0], jEhj2g4oMC, 6515504]
[paragraph, [230.0, 569.0, 153.0, 18.0], jEhj2g4oMC, 6515504]
[paragraph, [230.0, 587.0, 153.0, 18.0], jEhj2g4oMC, 6515504]
[paragraph, [230.0, 605.0, 153.0, 18.0], jEhj2g4oMC, 6515504]
[paragraph, [230.0, 623.0, 153.0, 18.0], jEhj2g4oMC, 6515504]
[paragraph, [48.0, 474.0, 153.0, 18.0], 1Pnwcdzb0s, 6515504]
[paragraph, [48.0, 492.0, 153.0, 18.0], 1Pnwcdzb0s, 6515504]
[paragraph, [48.0, 510.0, 153.0, 18.0], 1Pnwcdzb0s, 6515504]
[paragraph, [48.0, 528.0, 153.0, 18.0], 1Pnwcdzb0s, 6515504]
[paragraph, [409.0, 492.0, 151.0, 18.0], AeA2e3iysW, 6515504]
[paragraph, [409.0, 510.0, 151.0, 18.0], AeA2e3iysW, 6515504]
[paragraph, [409.0, 528.0, 151.0, 18.0], AeA2e3iysW, 6515504]
[paragraph, [409.0, 546.0, 151.0, 18.0], AeA2e3iysW, 6515504]
[paragraph, [48.0, 564.0, 148.0, 18.0], Fvg4Vl0v4O, 6515504]
[paragraph, [48.0, 582.0, 148.0, 18.0], Fvg4Vl0v4O, 6515504]
[paragraph, [48.0, 600.0, 148.0, 18.0], Fvg4Vl0v4O, 6515504]
[paragraph, [48.0, 618.0, 148.0, 18.0], Fvg4Vl0v4O, 6515504]
[paragraph, [48.0, 636.0, 148.0, 18.0], Fvg4Vl0v4O, 6515504]
[paragraph, [409.0, 583.0, 143.0, 18.0], 9qHKvFyrN9, 6515504]
[paragraph, [409.0, 601.0, 143.0, 18.0], 9qHKvFyrN9, 6515504]
