[3509, 2480]
[paragraph, [365.0, 388.0, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 440.5, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 493.0, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 545.5, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 598.0, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 650.5, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 703.0, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 755.5, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 808.0, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 860.5, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 913.0, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 965.5, 1760.0, 52.5], shoonya_0s6O5JB3C189R6, 5723732]
[paragraph, [365.0, 1079.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1131.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1184.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1236.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1289.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1341.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1394.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1446.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1499.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1551.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1604.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1656.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1709.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1761.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1814.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1866.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1919.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 1971.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 2024.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 2076.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 2129.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 2181.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 2234.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 2286.5, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [365.0, 2339.0, 1771.0, 52.5], shoonya_2sMYLFQR6M2LYP, 5723732]
[paragraph, [370.0, 2446.0, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
[paragraph, [370.0, 2498.5, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
[paragraph, [370.0, 2551.0, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
[paragraph, [370.0, 2603.5, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
[paragraph, [370.0, 2656.0, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
[paragraph, [370.0, 2708.5, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
[paragraph, [370.0, 2761.0, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
[paragraph, [370.0, 2813.5, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
[paragraph, [370.0, 2866.0, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
[paragraph, [370.0, 2918.5, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
[paragraph, [370.0, 2971.0, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
[paragraph, [370.0, 3023.5, 1761.0, 52.5], shoonya_3sE73AB02EUNVV, 5723732]
