[2200, 1700]
[paragraph, [294.0, 71.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 107.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 143.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 179.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 215.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 251.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 287.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 323.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 359.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 395.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 431.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 467.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 503.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 539.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 575.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 611.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 647.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 683.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 719.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 755.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 791.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 827.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 863.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 899.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 935.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 971.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1007.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1043.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1079.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1115.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1151.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1187.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1223.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1259.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1295.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1331.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1367.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1403.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1439.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1475.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1511.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1547.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1583.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1619.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1655.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1691.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1727.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1763.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1799.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1835.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1871.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[paragraph, [294.0, 1907.0, 1115.0, 36.0], shoonya_0sLE4J9YVG3P38, 5731654]
[folio, [793.0, 2017.0, 481.0, 36.0], n3R1N7zqlS, 5731654]
