[576, 720]
[folio, [394.0, 34.0, 96.0, 18.0], qISSfY653d, 6533014]
[paragraph, [394.0, 62.0, 304.0, 18.0], Kp8ED2L7Oo, 6533014]
[paragraph, [394.0, 80.0, 304.0, 18.0], Kp8ED2L7Oo, 6533014]
[paragraph, [394.0, 98.0, 304.0, 18.0], Kp8ED2L7Oo, 6533014]
[chapter-title, [107.0, 80.0, 130.0, 30.0], aPu2rTOFd3, 6533014]
[chapter-title, [107.0, 110.0, 130.0, 30.0], aPu2rTOFd3, 6533014]
[paragraph, [392.0, 128.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 146.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 164.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 182.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 200.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 218.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 236.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 254.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 272.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 290.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 308.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 326.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 344.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 362.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 380.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 398.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 416.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 434.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 452.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 470.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 488.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 506.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [392.0, 524.0, 299.0, 18.0], shoonya_0sTXHQP89L5RQC, 6533014]
[paragraph, [18.0, 159.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 177.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 195.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 213.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 231.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 249.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 267.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 285.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 303.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 321.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 339.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 357.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 375.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 393.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 411.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 429.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 447.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 465.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [18.0, 483.0, 304.0, 18.0], 6OcBvhjBSS, 6533014]
[paragraph, [17.0, 511.0, 304.0, 18.0], vi5bUSMAWi, 6533014]
[paragraph, [17.0, 529.0, 304.0, 18.0], vi5bUSMAWi, 6533014]
