[1269, 892]
[paragraph, [174.0, 79.0, 624.0, 18.0], shoonya_1sPNCGP51J0RIU, 5776247]
[paragraph, [174.0, 97.0, 624.0, 18.0], shoonya_1sPNCGP51J0RIU, 5776247]
[paragraph, [174.0, 115.0, 624.0, 18.0], shoonya_1sPNCGP51J0RIU, 5776247]
[paragraph, [174.0, 133.0, 624.0, 18.0], shoonya_1sPNCGP51J0RIU, 5776247]
[paragraph, [174.0, 151.0, 624.0, 18.0], shoonya_1sPNCGP51J0RIU, 5776247]
[paragraph, [173.0, 180.0, 624.0, 18.0], shoonya_3sVZ46WBLJMI7F, 5776247]
[paragraph, [173.0, 198.0, 624.0, 18.0], shoonya_3sVZ46WBLJMI7F, 5776247]
[paragraph, [173.0, 216.0, 624.0, 18.0], shoonya_3sVZ46WBLJMI7F, 5776247]
[paragraph, [173.0, 234.0, 624.0, 18.0], shoonya_3sVZ46WBLJMI7F, 5776247]
[paragraph, [173.0, 252.0, 624.0, 18.0], shoonya_3sVZ46WBLJMI7F, 5776247]
[paragraph, [173.0, 270.0, 624.0, 18.0], shoonya_3sVZ46WBLJMI7F, 5776247]
[paragraph, [173.0, 288.0, 624.0, 18.0], shoonya_3sVZ46WBLJMI7F, 5776247]
[paragraph, [173.0, 306.0, 624.0, 18.0], shoonya_3sVZ46WBLJMI7F, 5776247]
[paragraph, [174.0, 330.0, 621.0, 18.0], shoonya_2s1J47CD7U96L5, 5776247]
[paragraph, [174.0, 348.0, 621.0, 18.0], shoonya_2s1J47CD7U96L5, 5776247]
[paragraph, [174.0, 366.0, 621.0, 18.0], shoonya_2s1J47CD7U96L5, 5776247]
[paragraph, [174.0, 384.0, 621.0, 18.0], shoonya_2s1J47CD7U96L5, 5776247]
[paragraph, [174.0, 402.0, 621.0, 18.0], shoonya_2s1J47CD7U96L5, 5776247]
[paragraph, [174.0, 420.0, 621.0, 18.0], shoonya_2s1J47CD7U96L5, 5776247]
[paragraph, [174.0, 438.0, 621.0, 18.0], shoonya_2s1J47CD7U96L5, 5776247]
[paragraph, [174.0, 456.0, 621.0, 18.0], shoonya_2s1J47CD7U96L5, 5776247]
[paragraph, [174.0, 478.0, 623.0, 18.0], shoonya_4s9J7G3XW5SX7F, 5776247]
[paragraph, [174.0, 496.0, 623.0, 18.0], shoonya_4s9J7G3XW5SX7F, 5776247]
[paragraph, [174.0, 514.0, 623.0, 18.0], shoonya_4s9J7G3XW5SX7F, 5776247]
[paragraph, [174.0, 532.0, 623.0, 18.0], shoonya_4s9J7G3XW5SX7F, 5776247]
[paragraph, [174.0, 550.0, 623.0, 18.0], shoonya_4s9J7G3XW5SX7F, 5776247]
[paragraph, [174.0, 568.0, 623.0, 18.0], shoonya_4s9J7G3XW5SX7F, 5776247]
[paragraph, [174.0, 586.0, 623.0, 18.0], shoonya_4s9J7G3XW5SX7F, 5776247]
[paragraph, [174.0, 605.0, 622.0, 18.0], shoonya_7sU89GPXFAHWN4, 5776247]
[paragraph, [174.0, 623.0, 622.0, 18.0], shoonya_7sU89GPXFAHWN4, 5776247]
[paragraph, [173.0, 654.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 672.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 690.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 708.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 726.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 744.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 762.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 780.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 798.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 816.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 834.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 852.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [173.0, 870.0, 624.0, 18.0], shoonya_0sY8OJCHLBG89V, 5776247]
[paragraph, [175.0, 903.0, 621.0, 18.0], shoonya_5sYGTSQA0HJPVL, 5776247]
[paragraph, [175.0, 921.0, 621.0, 18.0], shoonya_5sYGTSQA0HJPVL, 5776247]
[paragraph, [175.0, 939.0, 621.0, 18.0], shoonya_5sYGTSQA0HJPVL, 5776247]
[paragraph, [175.0, 957.0, 621.0, 18.0], shoonya_5sYGTSQA0HJPVL, 5776247]
[paragraph, [175.0, 975.0, 621.0, 18.0], shoonya_5sYGTSQA0HJPVL, 5776247]
[paragraph, [175.0, 993.0, 621.0, 18.0], shoonya_5sYGTSQA0HJPVL, 5776247]
[paragraph, [175.0, 1011.0, 621.0, 18.0], shoonya_5sYGTSQA0HJPVL, 5776247]
[paragraph, [174.0, 1029.0, 624.0, 18.0], shoonya_6sYD8HJHCII9QK, 5776247]
[paragraph, [174.0, 1047.0, 624.0, 18.0], shoonya_6sYD8HJHCII9QK, 5776247]
[paragraph, [174.0, 1065.0, 624.0, 18.0], shoonya_6sYD8HJHCII9QK, 5776247]
[paragraph, [174.0, 1083.0, 624.0, 18.0], shoonya_6sYD8HJHCII9QK, 5776247]
