[842, 595]
[ordered-list, [56.0, 64.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 82.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 100.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 118.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 136.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 154.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 172.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 190.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 208.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 226.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 244.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 262.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 280.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 298.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 316.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 334.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 352.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 370.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 388.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 406.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 424.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 442.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 460.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 478.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 496.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 514.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[ordered-list, [56.0, 532.0, 478.0, 18.0], shoonya_0s6YJ89Y1MR8PF, 5770370]
[paragraph, [60.0, 576.0, 474.0, 18.0], 62HTzKejSF, 5770370]
[paragraph, [60.0, 594.0, 474.0, 18.0], 62HTzKejSF, 5770370]
[paragraph, [60.0, 612.0, 474.0, 18.0], 62HTzKejSF, 5770370]
[paragraph, [60.0, 630.0, 474.0, 18.0], 62HTzKejSF, 5770370]
[paragraph, [60.0, 648.0, 474.0, 18.0], 62HTzKejSF, 5770370]
[paragraph, [60.0, 666.0, 474.0, 18.0], 62HTzKejSF, 5770370]
[paragraph, [60.0, 684.0, 474.0, 18.0], 62HTzKejSF, 5770370]
[paragraph, [60.0, 702.0, 474.0, 18.0], 62HTzKejSF, 5770370]
[paragraph, [60.0, 720.0, 474.0, 18.0], 62HTzKejSF, 5770370]
[paragraph, [60.0, 738.0, 474.0, 18.0], 62HTzKejSF, 5770370]
[paragraph, [60.0, 756.0, 474.0, 18.0], 62HTzKejSF, 5770370]
