[1650, 1275]
[paragraph, [245.0, 111.0, 875.0, 36.0], shoonya_0sD4THAQELRLBK, 5714494]
[paragraph, [245.0, 147.0, 875.0, 36.0], shoonya_0sD4THAQELRLBK, 5714494]
[paragraph, [245.0, 183.0, 875.0, 36.0], shoonya_0sD4THAQELRLBK, 5714494]
[paragraph, [245.0, 219.0, 875.0, 36.0], shoonya_0sD4THAQELRLBK, 5714494]
[paragraph, [245.0, 255.0, 875.0, 36.0], shoonya_0sD4THAQELRLBK, 5714494]
[paragraph, [245.0, 291.0, 875.0, 36.0], shoonya_0sD4THAQELRLBK, 5714494]
[paragraph, [245.0, 327.0, 875.0, 36.0], shoonya_0sD4THAQELRLBK, 5714494]
[paragraph, [245.0, 363.0, 875.0, 36.0], shoonya_0sD4THAQELRLBK, 5714494]
[paragraph, [247.0, 417.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [247.0, 453.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [247.0, 489.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [247.0, 525.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [247.0, 561.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [247.0, 597.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [247.0, 633.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [247.0, 669.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [247.0, 705.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [247.0, 741.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [247.0, 777.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [247.0, 813.0, 866.0, 36.0], shoonya_1s1HHP8MYPG3BT, 5714494]
[paragraph, [250.0, 880.0, 859.0, 36.0], Pqu-xeshOY, 5714494]
[paragraph, [250.0, 916.0, 859.0, 36.0], Pqu-xeshOY, 5714494]
[paragraph, [250.0, 952.0, 859.0, 36.0], Pqu-xeshOY, 5714494]
[paragraph, [250.0, 988.0, 859.0, 36.0], Pqu-xeshOY, 5714494]
[paragraph, [250.0, 1024.0, 859.0, 36.0], Pqu-xeshOY, 5714494]
[paragraph, [250.0, 1060.0, 859.0, 36.0], Pqu-xeshOY, 5714494]
[paragraph, [250.0, 1096.0, 859.0, 36.0], Pqu-xeshOY, 5714494]
[paragraph, [250.0, 1132.0, 859.0, 36.0], Pqu-xeshOY, 5714494]
[paragraph, [458.0, 1210.0, 351.0, 36.0], JGtrzep_Kb, 5714494]
[paragraph, [458.0, 1246.0, 351.0, 36.0], JGtrzep_Kb, 5714494]
[paragraph, [458.0, 1282.0, 351.0, 36.0], JGtrzep_Kb, 5714494]
[paragraph, [458.0, 1318.0, 351.0, 36.0], JGtrzep_Kb, 5714494]
[paragraph, [458.0, 1354.0, 351.0, 36.0], JGtrzep_Kb, 5714494]
[paragraph, [458.0, 1390.0, 351.0, 36.0], JGtrzep_Kb, 5714494]
[paragraph, [458.0, 1426.0, 351.0, 36.0], JGtrzep_Kb, 5714494]
[paragraph, [458.0, 1462.0, 351.0, 36.0], JGtrzep_Kb, 5714494]
