[2339, 1653]
[paragraph, [120.0, 148.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 184.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 220.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 256.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 292.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 328.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 364.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 400.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 436.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 472.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 508.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 544.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 580.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 616.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 652.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 688.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 724.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 760.0, 1421.0, 36.0], shoonya_3sQGZ9QHLQG7BT, 5751028]
[paragraph, [120.0, 847.0, 1416.0, 36.0], 6mdzHh_Xye, 5751028]
[paragraph, [120.0, 883.0, 1416.0, 36.0], 6mdzHh_Xye, 5751028]
[paragraph, [120.0, 919.0, 1416.0, 36.0], 6mdzHh_Xye, 5751028]
[paragraph, [120.0, 955.0, 1416.0, 36.0], 6mdzHh_Xye, 5751028]
[paragraph, [120.0, 991.0, 1416.0, 36.0], 6mdzHh_Xye, 5751028]
[paragraph, [120.0, 1027.0, 1416.0, 36.0], 6mdzHh_Xye, 5751028]
[paragraph, [120.0, 1063.0, 1416.0, 36.0], 6mdzHh_Xye, 5751028]
[paragraph, [120.0, 1099.0, 1416.0, 36.0], 6mdzHh_Xye, 5751028]
[paragraph, [120.0, 1135.0, 1416.0, 36.0], 6mdzHh_Xye, 5751028]
[paragraph, [120.0, 1171.0, 1416.0, 36.0], 6mdzHh_Xye, 5751028]
[paragraph, [119.0, 1260.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
[paragraph, [119.0, 1296.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
[paragraph, [119.0, 1332.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
[paragraph, [119.0, 1368.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
[paragraph, [119.0, 1404.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
[paragraph, [119.0, 1440.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
[paragraph, [119.0, 1476.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
[paragraph, [119.0, 1512.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
[paragraph, [119.0, 1548.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
[paragraph, [119.0, 1584.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
[paragraph, [119.0, 1620.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
[paragraph, [119.0, 1656.0, 1415.0, 36.0], shoonya_2sPVNNG1SIVNA7, 5751028]
