[2339, 1653]
[folio, [239.0, 332.0, 123.0, 36.0], Mbpp_ElGT7, 5735776]
[folio, [1275.0, 334.0, 136.0, 36.0], HQU8uI6I_D, 5735776]
[chapter-title, [640.0, 387.0, 477.0, 70.5], shoonya_11sRB2XNPGL1A7, 5735776]
[paragraph, [834.0, 660.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 696.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 732.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 768.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 804.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 840.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 876.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 912.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 948.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 984.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 1020.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 1056.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 1092.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 1128.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 1164.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 1200.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 1236.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 1272.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 1308.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 1344.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[paragraph, [834.0, 1380.0, 581.0, 36.0], shoonya_0sFWJMQ8VGIW03, 5735776]
[sidebar, [59.0, 661.0, 136.0, 36.0], shoonya_10s11AXL39SMF2, 5735776]
[paragraph, [231.0, 714.0, 309.0, 36.0], B_okmWnoQ6, 5735776]
[paragraph, [231.0, 750.0, 309.0, 36.0], B_okmWnoQ6, 5735776]
[paragraph, [485.0, 853.0, 331.0, 36.0], shoonya_8sK6LQ92JZGPMU, 5735776]
[paragraph, [485.0, 889.0, 331.0, 36.0], shoonya_8sK6LQ92JZGPMU, 5735776]
[paragraph, [485.0, 925.0, 331.0, 36.0], shoonya_8sK6LQ92JZGPMU, 5735776]
[paragraph, [485.0, 961.0, 331.0, 36.0], shoonya_8sK6LQ92JZGPMU, 5735776]
[paragraph, [485.0, 997.0, 331.0, 36.0], shoonya_8sK6LQ92JZGPMU, 5735776]
[paragraph, [485.0, 1033.0, 331.0, 36.0], shoonya_8sK6LQ92JZGPMU, 5735776]
[paragraph, [485.0, 1069.0, 331.0, 36.0], shoonya_8sK6LQ92JZGPMU, 5735776]
[paragraph, [485.0, 1105.0, 331.0, 36.0], shoonya_8sK6LQ92JZGPMU, 5735776]
[paragraph, [485.0, 1141.0, 331.0, 36.0], shoonya_8sK6LQ92JZGPMU, 5735776]
[paragraph, [233.0, 1201.0, 585.0, 36.0], shoonya_9sBWSW7I33JDTQ, 5735776]
[paragraph, [233.0, 1237.0, 585.0, 36.0], shoonya_9sBWSW7I33JDTQ, 5735776]
[paragraph, [237.0, 1291.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1327.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1363.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1399.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1435.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1471.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1507.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1543.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1579.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1615.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1651.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1687.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1723.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [237.0, 1759.0, 579.0, 36.0], shoonya_1sLZ5O4LV1X3SI, 5735776]
[paragraph, [834.0, 1421.0, 580.0, 36.0], shoonya_2sM5NYBSHNIKWD, 5735776]
[paragraph, [834.0, 1457.0, 580.0, 36.0], shoonya_2sM5NYBSHNIKWD, 5735776]
[paragraph, [834.0, 1493.0, 580.0, 36.0], shoonya_2sM5NYBSHNIKWD, 5735776]
[paragraph, [834.0, 1529.0, 580.0, 36.0], shoonya_2sM5NYBSHNIKWD, 5735776]
[paragraph, [834.0, 1565.0, 580.0, 36.0], shoonya_2sM5NYBSHNIKWD, 5735776]
[paragraph, [834.0, 1601.0, 580.0, 36.0], shoonya_2sM5NYBSHNIKWD, 5735776]
[paragraph, [834.0, 1637.0, 580.0, 36.0], shoonya_2sM5NYBSHNIKWD, 5735776]
[paragraph, [838.0, 1689.0, 576.0, 36.0], shoonya_3s4F1O1WMFWIMG, 5735776]
[paragraph, [838.0, 1725.0, 576.0, 36.0], shoonya_3s4F1O1WMFWIMG, 5735776]
[paragraph, [838.0, 1761.0, 576.0, 36.0], shoonya_3s4F1O1WMFWIMG, 5735776]
