[2334, 1650]
[paragraph, [395.0, 168.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 204.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 240.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 276.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 312.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 348.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 384.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 420.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 456.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 492.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 528.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 564.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 600.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 636.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [395.0, 672.0, 988.0, 36.0], shoonya_0sCP5V90W3TMQ8, 5652239]
[paragraph, [387.0, 757.0, 1000.0, 36.0], ykwAwtY8ox, 5652239]
[paragraph, [387.0, 793.0, 1000.0, 36.0], ykwAwtY8ox, 5652239]
[paragraph, [387.0, 829.0, 1000.0, 36.0], ykwAwtY8ox, 5652239]
[paragraph, [387.0, 865.0, 1000.0, 36.0], ykwAwtY8ox, 5652239]
[paragraph, [399.0, 920.0, 989.0, 36.0], shoonya_3sXK2O630G0B1M, 5652239]
[paragraph, [399.0, 956.0, 989.0, 36.0], shoonya_3sXK2O630G0B1M, 5652239]
[paragraph, [399.0, 992.0, 989.0, 36.0], shoonya_3sXK2O630G0B1M, 5652239]
[paragraph, [399.0, 1028.0, 989.0, 36.0], shoonya_3sXK2O630G0B1M, 5652239]
[paragraph, [399.0, 1064.0, 989.0, 36.0], shoonya_3sXK2O630G0B1M, 5652239]
[paragraph, [399.0, 1100.0, 989.0, 36.0], shoonya_3sXK2O630G0B1M, 5652239]
[paragraph, [400.0, 1195.0, 990.0, 36.0], shoonya_1s4UGJOOM6M6BG, 5652239]
[paragraph, [400.0, 1231.0, 990.0, 36.0], shoonya_1s4UGJOOM6M6BG, 5652239]
[paragraph, [400.0, 1267.0, 990.0, 36.0], shoonya_1s4UGJOOM6M6BG, 5652239]
[paragraph, [400.0, 1303.0, 990.0, 36.0], shoonya_1s4UGJOOM6M6BG, 5652239]
[paragraph, [400.0, 1339.0, 990.0, 36.0], shoonya_1s4UGJOOM6M6BG, 5652239]
[paragraph, [400.0, 1375.0, 990.0, 36.0], shoonya_1s4UGJOOM6M6BG, 5652239]
[paragraph, [400.0, 1411.0, 990.0, 36.0], shoonya_1s4UGJOOM6M6BG, 5652239]
[paragraph, [400.0, 1447.0, 990.0, 36.0], shoonya_1s4UGJOOM6M6BG, 5652239]
[paragraph, [400.0, 1483.0, 990.0, 36.0], shoonya_1s4UGJOOM6M6BG, 5652239]
[paragraph, [400.0, 1519.0, 990.0, 36.0], shoonya_1s4UGJOOM6M6BG, 5652239]
[paragraph, [402.0, 1570.0, 983.0, 36.0], shoonya_2sR5LFZB2NIAD7, 5652239]
[paragraph, [402.0, 1606.0, 983.0, 36.0], shoonya_2sR5LFZB2NIAD7, 5652239]
[paragraph, [402.0, 1642.0, 983.0, 36.0], shoonya_2sR5LFZB2NIAD7, 5652239]
[paragraph, [402.0, 1678.0, 983.0, 36.0], shoonya_2sR5LFZB2NIAD7, 5652239]
[paragraph, [402.0, 1714.0, 983.0, 36.0], shoonya_2sR5LFZB2NIAD7, 5652239]
[paragraph, [402.0, 1750.0, 983.0, 36.0], shoonya_2sR5LFZB2NIAD7, 5652239]
[paragraph, [402.0, 1786.0, 983.0, 36.0], shoonya_2sR5LFZB2NIAD7, 5652239]
[paragraph, [408.0, 1857.0, 981.0, 36.0], shoonya_4s6WEAZHLUFR3A, 5652239]
[paragraph, [408.0, 1893.0, 981.0, 36.0], shoonya_4s6WEAZHLUFR3A, 5652239]
[paragraph, [408.0, 1929.0, 981.0, 36.0], shoonya_4s6WEAZHLUFR3A, 5652239]
[paragraph, [408.0, 1965.0, 981.0, 36.0], shoonya_4s6WEAZHLUFR3A, 5652239]
[paragraph, [408.0, 2001.0, 981.0, 36.0], shoonya_4s6WEAZHLUFR3A, 5652239]
