[2339, 1653]
[paragraph, [322.0, 163.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 199.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 235.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 271.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 307.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 343.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 379.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 415.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 451.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 487.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 523.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 559.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [322.0, 595.0, 1136.0, 36.0], shoonya_0s2ZTINOZ2V2BL, 5733818]
[paragraph, [325.0, 721.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 757.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 793.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 829.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 865.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 901.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 937.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 973.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1009.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1045.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1081.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1117.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1153.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1189.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1225.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1261.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1297.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1333.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1369.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1405.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1441.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1477.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1513.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1549.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1585.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1621.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1657.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1693.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1729.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1765.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1801.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1837.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1873.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1909.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1945.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 1981.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 2017.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[paragraph, [325.0, 2053.0, 1149.0, 36.0], shoonya_1sGILJR8VFJ27A, 5733818]
[folio, [1180.0, 2158.0, 214.0, 36.0], 8Gvo75_m0z, 5733818]
