[4210, 2977]
[folio, [233.0, 534.0, 634.0, 52.5], shoonya_6sWC84BXNE6GU0, 5698019]
[paragraph, [416.0, 716.0, 973.0, 52.5], shoonya_1sBCG7J05VTL3O, 5698019]
[paragraph, [375.0, 804.0, 2168.0, 52.5], juS2kIF9nK, 5698019]
[paragraph, [375.0, 856.5, 2168.0, 52.5], juS2kIF9nK, 5698019]
[paragraph, [375.0, 909.0, 2168.0, 52.5], juS2kIF9nK, 5698019]
[paragraph, [375.0, 961.5, 2168.0, 52.5], juS2kIF9nK, 5698019]
[paragraph, [375.0, 1014.0, 2168.0, 52.5], juS2kIF9nK, 5698019]
[paragraph, [375.0, 1066.5, 2168.0, 52.5], juS2kIF9nK, 5698019]
[paragraph, [375.0, 1139.0, 2173.0, 52.5], d6hxDBnr66, 5698019]
[paragraph, [375.0, 1191.5, 2173.0, 52.5], d6hxDBnr66, 5698019]
[paragraph, [375.0, 1244.0, 2173.0, 52.5], d6hxDBnr66, 5698019]
[paragraph, [379.0, 1308.0, 2199.0, 52.5], cpmG50Yxwc, 5698019]
[paragraph, [379.0, 1360.5, 2199.0, 52.5], cpmG50Yxwc, 5698019]
[paragraph, [379.0, 1413.0, 2199.0, 52.5], cpmG50Yxwc, 5698019]
[paragraph, [379.0, 1465.5, 2199.0, 52.5], cpmG50Yxwc, 5698019]
[paragraph, [379.0, 1518.0, 2199.0, 52.5], cpmG50Yxwc, 5698019]
[paragraph, [379.0, 1570.5, 2199.0, 52.5], cpmG50Yxwc, 5698019]
[paragraph, [379.0, 1623.0, 2199.0, 52.5], cpmG50Yxwc, 5698019]
[paragraph, [403.0, 1728.0, 2165.0, 52.5], 8rlBl7Rxuh, 5698019]
[paragraph, [403.0, 1780.5, 2165.0, 52.5], 8rlBl7Rxuh, 5698019]
[paragraph, [403.0, 1833.0, 2165.0, 52.5], 8rlBl7Rxuh, 5698019]
[paragraph, [403.0, 1885.5, 2165.0, 52.5], 8rlBl7Rxuh, 5698019]
[paragraph, [416.0, 1980.0, 2132.0, 52.5], iknSDlNbMV, 5698019]
[paragraph, [416.0, 2032.5, 2132.0, 52.5], iknSDlNbMV, 5698019]
[paragraph, [416.0, 2085.0, 2132.0, 52.5], iknSDlNbMV, 5698019]
[paragraph, [416.0, 2137.5, 2132.0, 52.5], iknSDlNbMV, 5698019]
[paragraph, [416.0, 2190.0, 2132.0, 52.5], iknSDlNbMV, 5698019]
[paragraph, [416.0, 2242.5, 2132.0, 52.5], iknSDlNbMV, 5698019]
[section-title, [247.0, 2571.0, 709.0, 93.0], shoonya_3sNCEGJD1TXHGE, 5698019]
[sidebar, [2030.0, 2589.0, 325.0, 52.5], shoonya_4sLZZ9GJ3I9YJW, 5698019]
[ordered-list, [422.0, 2755.0, 2117.0, 52.5], shoonya_0sKUITOEQLLYD4, 5698019]
[ordered-list, [422.0, 2807.5, 2117.0, 52.5], shoonya_0sKUITOEQLLYD4, 5698019]
[ordered-list, [422.0, 2860.0, 2117.0, 52.5], shoonya_0sKUITOEQLLYD4, 5698019]
[ordered-list, [422.0, 2912.5, 2117.0, 52.5], shoonya_0sKUITOEQLLYD4, 5698019]
[ordered-list, [422.0, 2965.0, 2117.0, 52.5], shoonya_0sKUITOEQLLYD4, 5698019]
[ordered-list, [422.0, 3017.5, 2117.0, 52.5], shoonya_0sKUITOEQLLYD4, 5698019]
[ordered-list, [422.0, 3070.0, 2117.0, 52.5], shoonya_0sKUITOEQLLYD4, 5698019]
[ordered-list, [422.0, 3122.5, 2117.0, 52.5], shoonya_0sKUITOEQLLYD4, 5698019]
[ordered-list, [422.0, 3175.0, 2117.0, 52.5], shoonya_0sKUITOEQLLYD4, 5698019]
[ordered-list, [422.0, 3227.5, 2117.0, 52.5], shoonya_0sKUITOEQLLYD4, 5698019]
[ordered-list, [422.0, 3280.0, 2117.0, 52.5], shoonya_0sKUITOEQLLYD4, 5698019]
