[3508, 2481]
[contact-info, [649.0, 136.0, 1414.0, 52.5], YUQk9Bhyx0, 6490635]
[contact-info, [649.0, 188.5, 1414.0, 52.5], YUQk9Bhyx0, 6490635]
[contact-info, [649.0, 241.0, 1414.0, 52.5], YUQk9Bhyx0, 6490635]
[contact-info, [649.0, 293.5, 1414.0, 52.5], YUQk9Bhyx0, 6490635]
[contact-info, [649.0, 346.0, 1414.0, 52.5], YUQk9Bhyx0, 6490635]
[website-link, [1131.0, 366.0, 422.0, 18.0], QyJRz69Uyc, 6490635]
[website-link, [1131.0, 384.0, 422.0, 18.0], QyJRz69Uyc, 6490635]
[website-link, [1131.0, 402.0, 422.0, 18.0], QyJRz69Uyc, 6490635]
[headline, [1078.0, 525.0, 304.0, 52.5], ovVtsxbExe, 6490635]
[headline, [1078.0, 577.5, 304.0, 52.5], ovVtsxbExe, 6490635]
[sub-headline, [618.0, 761.0, 1240.0, 73.5], AyfIR9ZGjh, 6490635]
[dateline, [1905.0, 1020.0, 348.0, 52.5], 91z-ua3q3A, 6490635]
[paragraph, [202.0, 1275.0, 475.0, 52.5], BGbUqzNH5a, 6490635]
[paragraph, [198.0, 1396.0, 2070.0, 52.5], FscRVmFICf, 6490635]
[paragraph, [198.0, 1448.5, 2070.0, 52.5], FscRVmFICf, 6490635]
[paragraph, [198.0, 1501.0, 2070.0, 52.5], FscRVmFICf, 6490635]
[paragraph, [198.0, 1553.5, 2070.0, 52.5], FscRVmFICf, 6490635]
[paragraph, [198.0, 1606.0, 2070.0, 52.5], FscRVmFICf, 6490635]
[paragraph, [198.0, 1658.5, 2070.0, 52.5], FscRVmFICf, 6490635]
[paragraph, [189.0, 1750.0, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[paragraph, [189.0, 1802.5, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[paragraph, [189.0, 1855.0, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[paragraph, [189.0, 1907.5, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[paragraph, [189.0, 1960.0, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[paragraph, [189.0, 2012.5, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[paragraph, [189.0, 2065.0, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[paragraph, [189.0, 2117.5, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[paragraph, [189.0, 2170.0, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[paragraph, [189.0, 2222.5, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[paragraph, [189.0, 2275.0, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[paragraph, [189.0, 2327.5, 2111.0, 52.5], l4vx3VSc5U, 6490635]
[section-title, [180.0, 2525.0, 534.0, 93.0], rr2fO54qVY, 6490635]
[ordered-list, [202.0, 2683.0, 2084.0, 52.5], RVzcAveZtB, 6490635]
[ordered-list, [202.0, 2735.5, 2084.0, 52.5], RVzcAveZtB, 6490635]
[ordered-list, [202.0, 2788.0, 2084.0, 52.5], RVzcAveZtB, 6490635]
[ordered-list, [202.0, 2840.5, 2084.0, 52.5], RVzcAveZtB, 6490635]
[ordered-list, [202.0, 2893.0, 2084.0, 52.5], RVzcAveZtB, 6490635]
[ordered-list, [202.0, 2945.5, 2084.0, 52.5], RVzcAveZtB, 6490635]
[ordered-list, [202.0, 2998.0, 2084.0, 52.5], RVzcAveZtB, 6490635]
[ordered-list, [202.0, 3050.5, 2084.0, 52.5], RVzcAveZtB, 6490635]
[ordered-list, [202.0, 3103.0, 2084.0, 52.5], RVzcAveZtB, 6490635]
[ordered-list, [202.0, 3155.5, 2084.0, 52.5], RVzcAveZtB, 6490635]
