[1447, 1063]
[folio, [433.0, 51.0, 216.0, 18.0], FSc8AAtScw, 5762553]
[section-title, [115.0, 114.0, 435.0, 30.0], vviM6K2qxd, 5762553]
[contact-info, [120.0, 174.0, 423.0, 18.0], Qjg-lWP7ga, 5762553]
[contact-info, [120.0, 192.0, 423.0, 18.0], Qjg-lWP7ga, 5762553]
[contact-info, [120.0, 210.0, 423.0, 18.0], Qjg-lWP7ga, 5762553]
[contact-info, [120.0, 228.0, 423.0, 18.0], Qjg-lWP7ga, 5762553]
[contact-info, [120.0, 256.0, 422.0, 18.0], NJYoWS_Ezg, 5762553]
[contact-info, [120.0, 274.0, 422.0, 18.0], NJYoWS_Ezg, 5762553]
[contact-info, [120.0, 292.0, 422.0, 18.0], NJYoWS_Ezg, 5762553]
[contact-info, [120.0, 310.0, 422.0, 18.0], NJYoWS_Ezg, 5762553]
[contact-info, [558.0, 304.0, 366.0, 18.0], _U6CIEv_F8, 5762553]
[contact-info, [558.0, 322.0, 366.0, 18.0], _U6CIEv_F8, 5762553]
[contact-info, [558.0, 340.0, 366.0, 18.0], _U6CIEv_F8, 5762553]
[contact-info, [558.0, 358.0, 366.0, 18.0], _U6CIEv_F8, 5762553]
[contact-info, [558.0, 376.0, 366.0, 18.0], _U6CIEv_F8, 5762553]
[contact-info, [558.0, 394.0, 366.0, 18.0], _U6CIEv_F8, 5762553]
[contact-info, [124.0, 348.0, 419.0, 18.0], wh161IR0Qg, 5762553]
[contact-info, [124.0, 366.0, 419.0, 18.0], wh161IR0Qg, 5762553]
[contact-info, [124.0, 406.0, 418.0, 18.0], JyNeiivFY7, 5762553]
[contact-info, [124.0, 424.0, 418.0, 18.0], JyNeiivFY7, 5762553]
[contact-info, [124.0, 442.0, 418.0, 18.0], JyNeiivFY7, 5762553]
[contact-info, [124.0, 460.0, 418.0, 18.0], JyNeiivFY7, 5762553]
[contact-info, [554.0, 444.0, 373.0, 18.0], HJ5MZiPprB, 5762553]
[contact-info, [554.0, 462.0, 373.0, 18.0], HJ5MZiPprB, 5762553]
[contact-info, [554.0, 480.0, 373.0, 18.0], HJ5MZiPprB, 5762553]
[contact-info, [554.0, 498.0, 373.0, 18.0], HJ5MZiPprB, 5762553]
[contact-info, [554.0, 516.0, 373.0, 18.0], HJ5MZiPprB, 5762553]
[contact-info, [554.0, 534.0, 373.0, 18.0], HJ5MZiPprB, 5762553]
[contact-info, [554.0, 552.0, 373.0, 18.0], HJ5MZiPprB, 5762553]
[contact-info, [124.0, 496.0, 423.0, 18.0], Sws-b3CPgT, 5762553]
[contact-info, [124.0, 514.0, 423.0, 18.0], Sws-b3CPgT, 5762553]
[contact-info, [124.0, 532.0, 423.0, 18.0], Sws-b3CPgT, 5762553]
[contact-info, [124.0, 550.0, 423.0, 18.0], Sws-b3CPgT, 5762553]
[contact-info, [123.0, 585.0, 421.0, 18.0], hxWJ5ko1jd, 5762553]
[contact-info, [123.0, 603.0, 421.0, 18.0], hxWJ5ko1jd, 5762553]
[contact-info, [123.0, 621.0, 421.0, 18.0], hxWJ5ko1jd, 5762553]
[contact-info, [123.0, 639.0, 421.0, 18.0], hxWJ5ko1jd, 5762553]
[contact-info, [123.0, 657.0, 421.0, 18.0], hxWJ5ko1jd, 5762553]
[contact-info, [123.0, 675.0, 421.0, 18.0], hxWJ5ko1jd, 5762553]
[contact-info, [562.0, 591.0, 364.0, 18.0], gqHoUaehit, 5762553]
[contact-info, [562.0, 609.0, 364.0, 18.0], gqHoUaehit, 5762553]
[contact-info, [562.0, 627.0, 364.0, 18.0], gqHoUaehit, 5762553]
[contact-info, [562.0, 645.0, 364.0, 18.0], gqHoUaehit, 5762553]
[contact-info, [562.0, 663.0, 364.0, 18.0], gqHoUaehit, 5762553]
[contact-info, [562.0, 681.0, 364.0, 18.0], gqHoUaehit, 5762553]
[section-title, [347.0, 744.0, 380.0, 30.0], shoonya_2s8LKPJUHNUVQW, 5762553]
[paragraph, [148.0, 796.0, 782.0, 18.0], SDfCDxxhap, 5762553]
[paragraph, [148.0, 814.0, 782.0, 18.0], SDfCDxxhap, 5762553]
[paragraph, [148.0, 832.0, 782.0, 18.0], SDfCDxxhap, 5762553]
[paragraph, [148.0, 850.0, 782.0, 18.0], SDfCDxxhap, 5762553]
[paragraph, [148.0, 868.0, 782.0, 18.0], SDfCDxxhap, 5762553]
[contact-info, [240.0, 1186.0, 587.0, 18.0], PNEMHIVjqG, 5762553]
[contact-info, [240.0, 1204.0, 587.0, 18.0], PNEMHIVjqG, 5762553]
[contact-info, [240.0, 1222.0, 587.0, 18.0], PNEMHIVjqG, 5762553]
[contact-info, [240.0, 1240.0, 587.0, 18.0], PNEMHIVjqG, 5762553]
[website-link, [373.0, 1270.0, 318.0, 18.0], uLjiflkA5O, 5762553]
