[1241, 827]
[section-title, [374.0, 184.0, 110.0, 30.0], Is6jUXI-4c, 6478436]
[headline, [359.0, 229.0, 139.0, 25.5], _JqssBFI3P, 6478436]
[section-title, [361.0, 373.0, 137.0, 30.0], shoonya_3sLGW7JHDLBYRX, 6478436]
[sub-section-title, [113.0, 448.0, 250.0, 25.5], aXNPHX7Y2t, 6478436]
[paragraph, [112.0, 485.0, 633.0, 18.0], shoonya_0sERBUO8M59DG2, 6478436]
[paragraph, [112.0, 503.0, 633.0, 18.0], shoonya_0sERBUO8M59DG2, 6478436]
[paragraph, [112.0, 521.0, 633.0, 18.0], shoonya_0sERBUO8M59DG2, 6478436]
[paragraph, [112.0, 539.0, 633.0, 18.0], shoonya_0sERBUO8M59DG2, 6478436]
[paragraph, [112.0, 557.0, 633.0, 18.0], shoonya_0sERBUO8M59DG2, 6478436]
[paragraph, [112.0, 607.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 625.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 643.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 661.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 679.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 697.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 715.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 733.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 751.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 769.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 787.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 805.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 823.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 841.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 859.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 877.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 895.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [112.0, 913.0, 634.0, 18.0], shoonya_2s2VBF4YN2EH1G, 6478436]
[paragraph, [107.0, 978.0, 641.0, 18.0], shoonya_1sD3O2E75LOVDJ, 6478436]
[paragraph, [107.0, 996.0, 641.0, 18.0], shoonya_1sD3O2E75LOVDJ, 6478436]
[paragraph, [107.0, 1014.0, 641.0, 18.0], shoonya_1sD3O2E75LOVDJ, 6478436]
[paragraph, [107.0, 1032.0, 641.0, 18.0], shoonya_1sD3O2E75LOVDJ, 6478436]
[paragraph, [107.0, 1050.0, 641.0, 18.0], shoonya_1sD3O2E75LOVDJ, 6478436]
[paragraph, [107.0, 1068.0, 641.0, 18.0], shoonya_1sD3O2E75LOVDJ, 6478436]
[paragraph, [107.0, 1086.0, 641.0, 18.0], shoonya_1sD3O2E75LOVDJ, 6478436]
[paragraph, [107.0, 1104.0, 641.0, 18.0], shoonya_1sD3O2E75LOVDJ, 6478436]
