[2070, 1531]
[flag, [9.0, 91.0, 999.0, 36.0], wTD2yUiLhK, 5713369]
[flag, [9.0, 127.0, 999.0, 36.0], wTD2yUiLhK, 5713369]
[flag, [9.0, 163.0, 999.0, 36.0], wTD2yUiLhK, 5713369]
[flag, [9.0, 199.0, 999.0, 36.0], wTD2yUiLhK, 5713369]
[flag, [9.0, 235.0, 999.0, 36.0], wTD2yUiLhK, 5713369]
[flag, [9.0, 271.0, 999.0, 36.0], wTD2yUiLhK, 5713369]
[folio, [1136.0, 216.0, 296.0, 36.0], 1tbHjllQb0, 5713369]
[author, [409.0, 264.0, 495.0, 36.0], rwJQyzpiDO, 5713369]
[folio, [1142.0, 267.0, 294.0, 36.0], QUYEo32A8s, 5713369]
[folio, [44.0, 313.0, 1374.0, 36.0], 7UtaQ6349q, 5713369]
[contact-info, [32.0, 359.0, 1333.0, 36.0], 4jpJ-YAN3y, 5713369]
[contact-info, [32.0, 395.0, 1333.0, 36.0], 4jpJ-YAN3y, 5713369]
[section-title, [11.0, 438.0, 373.0, 52.5], 6qlIRTCmeY, 5713369]
[paragraph, [731.0, 447.0, 720.0, 36.0], shoonya_4s1RV59BSYNN2R, 5713369]
[paragraph, [731.0, 483.0, 720.0, 36.0], shoonya_4s1RV59BSYNN2R, 5713369]
[paragraph, [731.0, 519.0, 720.0, 36.0], shoonya_4s1RV59BSYNN2R, 5713369]
[paragraph, [731.0, 555.0, 720.0, 36.0], shoonya_4s1RV59BSYNN2R, 5713369]
[paragraph, [731.0, 591.0, 720.0, 36.0], shoonya_4s1RV59BSYNN2R, 5713369]
[paragraph, [731.0, 627.0, 720.0, 36.0], shoonya_4s1RV59BSYNN2R, 5713369]
[paragraph, [731.0, 663.0, 720.0, 36.0], shoonya_4s1RV59BSYNN2R, 5713369]
[paragraph, [731.0, 699.0, 720.0, 36.0], shoonya_4s1RV59BSYNN2R, 5713369]
[paragraph, [731.0, 735.0, 720.0, 36.0], shoonya_4s1RV59BSYNN2R, 5713369]
[paragraph, [22.0, 518.0, 204.0, 36.0], shoonya_5sAH3RSCKBB94V, 5713369]
[paragraph, [13.0, 564.0, 710.0, 36.0], shoonya_2s2P8K2ZYLM2RD, 5713369]
[paragraph, [13.0, 600.0, 710.0, 36.0], shoonya_2s2P8K2ZYLM2RD, 5713369]
[paragraph, [13.0, 636.0, 710.0, 36.0], shoonya_2s2P8K2ZYLM2RD, 5713369]
[paragraph, [13.0, 672.0, 710.0, 36.0], shoonya_2s2P8K2ZYLM2RD, 5713369]
[paragraph, [13.0, 708.0, 710.0, 36.0], shoonya_2s2P8K2ZYLM2RD, 5713369]
[paragraph, [13.0, 744.0, 710.0, 36.0], shoonya_2s2P8K2ZYLM2RD, 5713369]
[paragraph, [13.0, 780.0, 710.0, 36.0], shoonya_2s2P8K2ZYLM2RD, 5713369]
[paragraph, [13.0, 816.0, 710.0, 36.0], shoonya_2s2P8K2ZYLM2RD, 5713369]
[paragraph, [13.0, 852.0, 710.0, 36.0], shoonya_2s2P8K2ZYLM2RD, 5713369]
[paragraph, [729.0, 786.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 822.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 858.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 894.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 930.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 966.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1002.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1038.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1074.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1110.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1146.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1182.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1218.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1254.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1290.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1326.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1362.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1398.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1434.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1470.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1506.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1542.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1578.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1614.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [729.0, 1650.0, 725.0, 36.0], I8NLVJqktx, 5713369]
[paragraph, [14.0, 905.0, 708.0, 36.0], shoonya_0sWL76P9PM9R4U, 5713369]
[paragraph, [14.0, 941.0, 708.0, 36.0], shoonya_0sWL76P9PM9R4U, 5713369]
[paragraph, [14.0, 977.0, 708.0, 36.0], shoonya_0sWL76P9PM9R4U, 5713369]
[paragraph, [14.0, 1013.0, 708.0, 36.0], shoonya_0sWL76P9PM9R4U, 5713369]
[paragraph, [14.0, 1049.0, 708.0, 36.0], shoonya_0sWL76P9PM9R4U, 5713369]
[paragraph, [14.0, 1085.0, 708.0, 36.0], shoonya_0sWL76P9PM9R4U, 5713369]
[paragraph, [14.0, 1121.0, 708.0, 36.0], shoonya_0sWL76P9PM9R4U, 5713369]
[paragraph, [14.0, 1157.0, 708.0, 36.0], shoonya_0sWL76P9PM9R4U, 5713369]
[paragraph, [14.0, 1193.0, 708.0, 36.0], shoonya_0sWL76P9PM9R4U, 5713369]
[paragraph, [9.0, 1234.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1270.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1306.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1342.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1378.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1414.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1450.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1486.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1522.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1558.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1594.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1630.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1666.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1702.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1738.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1774.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1810.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1846.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1882.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [9.0, 1918.0, 716.0, 36.0], shoonya_1s4YQX7B0ZEMXM, 5713369]
[paragraph, [725.0, 1717.0, 731.0, 36.0], shoonya_3s5SWCD1IXJOT1, 5713369]
[paragraph, [725.0, 1753.0, 731.0, 36.0], shoonya_3s5SWCD1IXJOT1, 5713369]
[paragraph, [725.0, 1789.0, 731.0, 36.0], shoonya_3s5SWCD1IXJOT1, 5713369]
[paragraph, [725.0, 1825.0, 731.0, 36.0], shoonya_3s5SWCD1IXJOT1, 5713369]
[paragraph, [725.0, 1861.0, 731.0, 36.0], shoonya_3s5SWCD1IXJOT1, 5713369]
[paragraph, [725.0, 1897.0, 731.0, 36.0], shoonya_3s5SWCD1IXJOT1, 5713369]
[jumpline, [1284.0, 1951.0, 149.0, 36.0], _9Ypjw2z22, 5713369]
