[1806, 1262]
[folio, [754.0, 99.0, 342.0, 36.0], shoonya_0sXCJDR1BG2AD2, 5680305]
[paragraph, [92.0, 174.0, 507.0, 36.0], shoonya_1s76P0Y76WUJD7, 5680305]
[paragraph, [92.0, 210.0, 507.0, 36.0], shoonya_1s76P0Y76WUJD7, 5680305]
[paragraph, [649.0, 178.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 214.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 250.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 286.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 322.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 358.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 394.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 430.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 466.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 502.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 538.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 574.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 610.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 646.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 682.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 718.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 754.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 790.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 826.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 862.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 898.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 934.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 970.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 1006.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [649.0, 1042.0, 515.0, 36.0], up_uef1IN0, 5680305]
[paragraph, [92.0, 255.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 291.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 327.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 363.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 399.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 435.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 471.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 507.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 543.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 579.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 615.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 651.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 687.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 723.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 759.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 795.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 831.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 867.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 903.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 939.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [92.0, 975.0, 509.0, 36.0], shoonya_2sFO3IQN772P1N, 5680305]
[paragraph, [98.0, 1053.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1089.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1125.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1161.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1197.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1233.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1269.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1305.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1341.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1377.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1413.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1449.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1485.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1521.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1557.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1593.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1629.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [98.0, 1665.0, 503.0, 36.0], shoonya_3sQAJ8NBZ28L6T, 5680305]
[paragraph, [649.0, 1094.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1130.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1166.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1202.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1238.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1274.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1310.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1346.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1382.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1418.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1454.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1490.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1526.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1562.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1598.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1634.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
[paragraph, [649.0, 1670.0, 515.0, 36.0], J0MCz1nRhO, 5680305]
