[1806, 1262]
[folio, [851.0, 98.0, 237.0, 36.0], shoonya_0sGDS16X3FU731, 5681306]
[paragraph, [645.0, 170.0, 528.0, 36.0], jXN_szCtsd, 5681306]
[paragraph, [645.0, 206.0, 528.0, 36.0], jXN_szCtsd, 5681306]
[paragraph, [645.0, 242.0, 528.0, 36.0], jXN_szCtsd, 5681306]
[paragraph, [645.0, 278.0, 528.0, 36.0], jXN_szCtsd, 5681306]
[paragraph, [645.0, 314.0, 528.0, 36.0], jXN_szCtsd, 5681306]
[paragraph, [88.0, 173.0, 522.0, 36.0], shoonya_3sS1CI9RG97SG3, 5681306]
[paragraph, [88.0, 209.0, 522.0, 36.0], shoonya_3sS1CI9RG97SG3, 5681306]
[paragraph, [88.0, 245.0, 522.0, 36.0], shoonya_3sS1CI9RG97SG3, 5681306]
[paragraph, [88.0, 281.0, 522.0, 36.0], shoonya_3sS1CI9RG97SG3, 5681306]
[paragraph, [78.0, 329.0, 532.0, 36.0], shoonya_4sGDGCFC02Z865, 5681306]
[paragraph, [78.0, 365.0, 532.0, 36.0], shoonya_4sGDGCFC02Z865, 5681306]
[paragraph, [78.0, 401.0, 532.0, 36.0], shoonya_4sGDGCFC02Z865, 5681306]
[paragraph, [78.0, 437.0, 532.0, 36.0], shoonya_4sGDGCFC02Z865, 5681306]
[paragraph, [78.0, 473.0, 532.0, 36.0], shoonya_4sGDGCFC02Z865, 5681306]
[paragraph, [78.0, 509.0, 532.0, 36.0], shoonya_4sGDGCFC02Z865, 5681306]
[paragraph, [78.0, 545.0, 532.0, 36.0], shoonya_4sGDGCFC02Z865, 5681306]
[paragraph, [640.0, 365.0, 541.0, 36.0], 6QQGTmtgAz, 5681306]
[paragraph, [640.0, 401.0, 541.0, 36.0], 6QQGTmtgAz, 5681306]
[paragraph, [640.0, 437.0, 541.0, 36.0], 6QQGTmtgAz, 5681306]
[paragraph, [640.0, 473.0, 541.0, 36.0], 6QQGTmtgAz, 5681306]
[paragraph, [640.0, 509.0, 541.0, 36.0], 6QQGTmtgAz, 5681306]
[paragraph, [640.0, 545.0, 541.0, 36.0], 6QQGTmtgAz, 5681306]
[paragraph, [640.0, 581.0, 541.0, 36.0], 6QQGTmtgAz, 5681306]
[paragraph, [640.0, 617.0, 541.0, 36.0], 6QQGTmtgAz, 5681306]
[paragraph, [640.0, 653.0, 541.0, 36.0], 6QQGTmtgAz, 5681306]
[paragraph, [640.0, 689.0, 541.0, 36.0], 6QQGTmtgAz, 5681306]
[paragraph, [69.0, 622.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 658.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 694.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 730.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 766.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 802.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 838.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 874.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 910.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 946.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 982.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 1018.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 1054.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 1090.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 1126.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 1162.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [69.0, 1198.0, 543.0, 36.0], shoonya_5sUA3DGUDBXKN9, 5681306]
[paragraph, [643.0, 763.0, 547.0, 36.0], HpEEHeyHxZ, 5681306]
[paragraph, [643.0, 799.0, 547.0, 36.0], HpEEHeyHxZ, 5681306]
[paragraph, [643.0, 835.0, 547.0, 36.0], HpEEHeyHxZ, 5681306]
[paragraph, [643.0, 871.0, 547.0, 36.0], HpEEHeyHxZ, 5681306]
[paragraph, [643.0, 907.0, 547.0, 36.0], HpEEHeyHxZ, 5681306]
[paragraph, [640.0, 979.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1015.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1051.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1087.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1123.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1159.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1195.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1231.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1267.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1303.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1339.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1375.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [640.0, 1411.0, 553.0, 36.0], VefJ5D74fZ, 5681306]
[paragraph, [70.0, 1238.0, 538.0, 36.0], shoonya_6sPB2I480XCTTG, 5681306]
[paragraph, [70.0, 1274.0, 538.0, 36.0], shoonya_6sPB2I480XCTTG, 5681306]
[paragraph, [70.0, 1310.0, 538.0, 36.0], shoonya_6sPB2I480XCTTG, 5681306]
[paragraph, [70.0, 1346.0, 538.0, 36.0], shoonya_6sPB2I480XCTTG, 5681306]
[paragraph, [70.0, 1382.0, 538.0, 36.0], shoonya_6sPB2I480XCTTG, 5681306]
[paragraph, [70.0, 1418.0, 538.0, 36.0], shoonya_6sPB2I480XCTTG, 5681306]
[paragraph, [70.0, 1454.0, 538.0, 36.0], shoonya_6sPB2I480XCTTG, 5681306]
[paragraph, [70.0, 1490.0, 538.0, 36.0], shoonya_6sPB2I480XCTTG, 5681306]
[paragraph, [640.0, 1454.0, 563.0, 36.0], qosqcgWlUP, 5681306]
[paragraph, [640.0, 1490.0, 563.0, 36.0], qosqcgWlUP, 5681306]
[paragraph, [640.0, 1526.0, 563.0, 36.0], qosqcgWlUP, 5681306]
[paragraph, [68.0, 1566.0, 538.0, 36.0], shoonya_7s7GAOQ899760N, 5681306]
[paragraph, [68.0, 1602.0, 538.0, 36.0], shoonya_7s7GAOQ899760N, 5681306]
[paragraph, [68.0, 1638.0, 538.0, 36.0], shoonya_7s7GAOQ899760N, 5681306]
[paragraph, [68.0, 1674.0, 538.0, 36.0], shoonya_7s7GAOQ899760N, 5681306]
[paragraph, [645.0, 1594.0, 552.0, 36.0], 0hUxikO2vo, 5681306]
[paragraph, [645.0, 1630.0, 552.0, 36.0], 0hUxikO2vo, 5681306]
[paragraph, [645.0, 1666.0, 552.0, 36.0], 0hUxikO2vo, 5681306]
