[2339, 1653]
[paragraph, [324.0, 159.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 195.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 231.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 267.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 303.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 339.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 375.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 411.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 447.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 483.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 519.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 555.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 591.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 627.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [324.0, 663.0, 1139.0, 36.0], shoonya_2sLFCWZF1FLGJ6, 5733505]
[paragraph, [318.0, 774.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 810.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 846.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 882.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 918.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 954.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 990.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1026.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1062.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1098.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1134.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1170.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1206.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1242.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1278.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1314.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1350.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1386.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [318.0, 1422.0, 1151.0, 36.0], shoonya_0sCDWJB7DTRVF9, 5733505]
[paragraph, [328.0, 1558.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1594.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1630.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1666.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1702.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1738.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1774.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1810.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1846.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1882.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1918.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1954.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[paragraph, [328.0, 1990.0, 1137.0, 36.0], shoonya_1sAFG0SPOIXZA0, 5733505]
[folio, [1180.0, 2153.0, 210.0, 36.0], xuXGPu5QqF, 5733505]
