[3508, 2481]
[contact-info, [626.0, 102.0, 1380.0, 52.5], oGLCc3xZJU, 6490938]
[contact-info, [626.0, 154.5, 1380.0, 52.5], oGLCc3xZJU, 6490938]
[contact-info, [626.0, 207.0, 1380.0, 52.5], oGLCc3xZJU, 6490938]
[contact-info, [626.0, 259.5, 1380.0, 52.5], oGLCc3xZJU, 6490938]
[headline, [688.0, 495.0, 1054.0, 52.5], P2Ri8bP33u, 6490938]
[headline, [688.0, 547.5, 1054.0, 52.5], P2Ri8bP33u, 6490938]
[headline, [688.0, 600.0, 1054.0, 52.5], P2Ri8bP33u, 6490938]
[sub-headline, [635.0, 731.0, 1224.0, 73.5], LHGeqvPD8i, 6490938]
[dateline, [1919.0, 969.0, 338.0, 52.5], hb0f2EDTq0, 6490938]
[paragraph, [223.0, 1224.0, 462.0, 52.5], zgD8LgeTce, 6490938]
[paragraph, [210.0, 1341.0, 2059.0, 52.5], Rn0Qjt1o_L, 6490938]
[paragraph, [210.0, 1393.5, 2059.0, 52.5], Rn0Qjt1o_L, 6490938]
[paragraph, [210.0, 1446.0, 2059.0, 52.5], Rn0Qjt1o_L, 6490938]
[paragraph, [210.0, 1498.5, 2059.0, 52.5], Rn0Qjt1o_L, 6490938]
[paragraph, [210.0, 1551.0, 2059.0, 52.5], Rn0Qjt1o_L, 6490938]
[paragraph, [210.0, 1603.5, 2059.0, 52.5], Rn0Qjt1o_L, 6490938]
[paragraph, [223.0, 1688.0, 2049.0, 52.5], t01gywnfDx, 6490938]
[paragraph, [223.0, 1740.5, 2049.0, 52.5], t01gywnfDx, 6490938]
[paragraph, [223.0, 1793.0, 2049.0, 52.5], t01gywnfDx, 6490938]
[paragraph, [223.0, 1845.5, 2049.0, 52.5], t01gywnfDx, 6490938]
[paragraph, [223.0, 1898.0, 2049.0, 52.5], t01gywnfDx, 6490938]
[paragraph, [223.0, 1950.5, 2049.0, 52.5], t01gywnfDx, 6490938]
[paragraph, [223.0, 2003.0, 2049.0, 52.5], t01gywnfDx, 6490938]
[paragraph, [204.0, 2153.0, 2158.0, 52.5], 0W6nIhKXgx, 6490938]
[paragraph, [204.0, 2205.5, 2158.0, 52.5], 0W6nIhKXgx, 6490938]
[paragraph, [204.0, 2258.0, 2158.0, 52.5], 0W6nIhKXgx, 6490938]
[paragraph, [204.0, 2310.5, 2158.0, 52.5], 0W6nIhKXgx, 6490938]
[paragraph, [204.0, 2363.0, 2158.0, 52.5], 0W6nIhKXgx, 6490938]
[paragraph, [204.0, 2415.5, 2158.0, 52.5], 0W6nIhKXgx, 6490938]
[paragraph, [204.0, 2468.0, 2158.0, 52.5], 0W6nIhKXgx, 6490938]
[paragraph, [204.0, 2520.5, 2158.0, 52.5], 0W6nIhKXgx, 6490938]
[paragraph, [204.0, 2573.0, 2158.0, 52.5], 0W6nIhKXgx, 6490938]
[paragraph, [204.0, 2625.5, 2158.0, 52.5], 0W6nIhKXgx, 6490938]
[paragraph, [204.0, 2678.0, 2158.0, 52.5], 0W6nIhKXgx, 6490938]
[ordered-list, [276.0, 2754.0, 2025.0, 52.5], OMT5aQYTA4, 6490938]
[ordered-list, [276.0, 2806.5, 2025.0, 52.5], OMT5aQYTA4, 6490938]
[ordered-list, [276.0, 2859.0, 2025.0, 52.5], OMT5aQYTA4, 6490938]
[ordered-list, [276.0, 2911.5, 2025.0, 52.5], OMT5aQYTA4, 6490938]
[ordered-list, [276.0, 2964.0, 2025.0, 52.5], OMT5aQYTA4, 6490938]
[ordered-list, [276.0, 3016.5, 2025.0, 52.5], OMT5aQYTA4, 6490938]
[ordered-list, [276.0, 3069.0, 2025.0, 52.5], OMT5aQYTA4, 6490938]
[ordered-list, [276.0, 3121.5, 2025.0, 52.5], OMT5aQYTA4, 6490938]
[ordered-list, [276.0, 3174.0, 2025.0, 52.5], OMT5aQYTA4, 6490938]
[ordered-list, [276.0, 3226.5, 2025.0, 52.5], OMT5aQYTA4, 6490938]
[ordered-list, [276.0, 3279.0, 2025.0, 52.5], OMT5aQYTA4, 6490938]
[ordered-list, [276.0, 3331.5, 2025.0, 52.5], OMT5aQYTA4, 6490938]
