[2717, 1772]
[folio, [757.0, 233.0, 221.0, 46.5], shoonya_0s8DZ1EFHNNBVB, 5721595]
[paragraph, [206.0, 331.0, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 377.5, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 424.0, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 470.5, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 517.0, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 563.5, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 610.0, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 656.5, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 703.0, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 749.5, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 796.0, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 842.5, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 889.0, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 935.5, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 982.0, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 1028.5, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 1075.0, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 1121.5, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [206.0, 1168.0, 1361.0, 46.5], shoonya_1sWQDHKLKQ9GB2, 5721595]
[paragraph, [216.0, 1224.0, 1345.0, 46.5], shoonya_2sH3WSXRBIOVLX, 5721595]
[paragraph, [216.0, 1270.5, 1345.0, 46.5], shoonya_2sH3WSXRBIOVLX, 5721595]
[paragraph, [216.0, 1317.0, 1345.0, 46.5], shoonya_2sH3WSXRBIOVLX, 5721595]
[paragraph, [216.0, 1363.5, 1345.0, 46.5], shoonya_2sH3WSXRBIOVLX, 5721595]
[paragraph, [216.0, 1410.0, 1345.0, 46.5], shoonya_2sH3WSXRBIOVLX, 5721595]
[paragraph, [221.0, 1519.0, 1337.0, 46.5], WBAh6IgM__, 5721595]
[paragraph, [221.0, 1565.5, 1337.0, 46.5], WBAh6IgM__, 5721595]
[paragraph, [221.0, 1612.0, 1337.0, 46.5], WBAh6IgM__, 5721595]
[paragraph, [221.0, 1658.5, 1337.0, 46.5], WBAh6IgM__, 5721595]
[paragraph, [221.0, 1705.0, 1337.0, 46.5], WBAh6IgM__, 5721595]
[paragraph, [210.0, 1780.0, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [210.0, 1826.5, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [210.0, 1873.0, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [210.0, 1919.5, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [210.0, 1966.0, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [210.0, 2012.5, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [210.0, 2059.0, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [210.0, 2105.5, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [210.0, 2152.0, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [210.0, 2198.5, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [210.0, 2245.0, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [210.0, 2291.5, 1348.0, 46.5], 9orZc10qE9, 5721595]
[paragraph, [223.0, 2353.0, 1331.0, 46.5], AX88lvCRY8, 5721595]
[paragraph, [223.0, 2399.5, 1331.0, 46.5], AX88lvCRY8, 5721595]
[paragraph, [223.0, 2446.0, 1331.0, 46.5], AX88lvCRY8, 5721595]
