[3819, 2284]
[headline, [513.0, 235.0, 1242.0, 52.5], bj_Jdho8Za, 5768578]
[headline, [513.0, 287.5, 1242.0, 52.5], bj_Jdho8Za, 5768578]
[dateline, [470.0, 352.0, 573.0, 52.5], LkpI-J8Sin, 5768578]
[dateline, [470.0, 404.5, 573.0, 52.5], LkpI-J8Sin, 5768578]
[folio, [467.0, 482.0, 1073.0, 52.5], NelZBXC0p-, 5768578]
[folio, [467.0, 534.5, 1073.0, 52.5], NelZBXC0p-, 5768578]
[folio, [467.0, 587.0, 1073.0, 52.5], NelZBXC0p-, 5768578]
[folio, [467.0, 639.5, 1073.0, 52.5], NelZBXC0p-, 5768578]
[author, [481.0, 846.0, 810.0, 52.5], shoonya_2sCL7XWSKK5UAB, 5768578]
[author, [481.0, 898.5, 810.0, 52.5], shoonya_2sCL7XWSKK5UAB, 5768578]
[author, [481.0, 951.0, 810.0, 52.5], shoonya_2sCL7XWSKK5UAB, 5768578]
[author, [481.0, 1003.5, 810.0, 52.5], shoonya_2sCL7XWSKK5UAB, 5768578]
[author, [481.0, 1056.0, 810.0, 52.5], shoonya_2sCL7XWSKK5UAB, 5768578]
[author, [481.0, 1108.5, 810.0, 52.5], shoonya_2sCL7XWSKK5UAB, 5768578]
[author, [476.0, 1302.0, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1354.5, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1407.0, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1459.5, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1512.0, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1564.5, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1617.0, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1669.5, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1722.0, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1774.5, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1827.0, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1879.5, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1932.0, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 1984.5, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 2037.0, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 2089.5, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 2142.0, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 2194.5, 992.0, 52.5], UuwLcykhg8, 5768578]
[author, [476.0, 2247.0, 992.0, 52.5], UuwLcykhg8, 5768578]
[contact-info, [429.0, 2458.0, 1297.0, 52.5], shoonya_0sLDRVHQYYAL5L, 5768578]
[contact-info, [429.0, 2510.5, 1297.0, 52.5], shoonya_0sLDRVHQYYAL5L, 5768578]
[contact-info, [429.0, 2563.0, 1297.0, 52.5], shoonya_0sLDRVHQYYAL5L, 5768578]
[contact-info, [429.0, 2615.5, 1297.0, 52.5], shoonya_0sLDRVHQYYAL5L, 5768578]
[contact-info, [429.0, 2668.0, 1297.0, 52.5], shoonya_0sLDRVHQYYAL5L, 5768578]
[contact-info, [429.0, 2720.5, 1297.0, 52.5], shoonya_0sLDRVHQYYAL5L, 5768578]
[contact-info, [429.0, 2773.0, 1297.0, 52.5], shoonya_0sLDRVHQYYAL5L, 5768578]
[contact-info, [429.0, 2825.5, 1297.0, 52.5], shoonya_0sLDRVHQYYAL5L, 5768578]
[contact-info, [429.0, 2878.0, 1297.0, 52.5], shoonya_0sLDRVHQYYAL5L, 5768578]
[contact-info, [469.0, 3144.0, 1045.0, 52.5], shoonya_1sMZGKKX9BMD49, 5768578]
[contact-info, [469.0, 3196.5, 1045.0, 52.5], shoonya_1sMZGKKX9BMD49, 5768578]
[contact-info, [469.0, 3249.0, 1045.0, 52.5], shoonya_1sMZGKKX9BMD49, 5768578]
[contact-info, [469.0, 3301.5, 1045.0, 52.5], shoonya_1sMZGKKX9BMD49, 5768578]
[contact-info, [469.0, 3354.0, 1045.0, 52.5], shoonya_1sMZGKKX9BMD49, 5768578]
[contact-info, [469.0, 3406.5, 1045.0, 52.5], shoonya_1sMZGKKX9BMD49, 5768578]
[contact-info, [469.0, 3459.0, 1045.0, 52.5], shoonya_1sMZGKKX9BMD49, 5768578]
[contact-info, [469.0, 3511.5, 1045.0, 52.5], shoonya_1sMZGKKX9BMD49, 5768578]
[contact-info, [469.0, 3564.0, 1045.0, 52.5], shoonya_1sMZGKKX9BMD49, 5768578]
