[1418, 1064]
[chapter-title, [156.0, 106.0, 765.0, 30.0], mbv8bVd2qL, 6477317]
[section-title, [82.0, 223.0, 116.0, 30.0], shoonya_2sH4TRPFVZTNA1, 6477317]
[paragraph, [80.0, 276.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 294.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 312.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 330.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 348.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 366.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 384.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 402.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 420.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 438.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 456.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 474.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 492.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 510.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 528.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 546.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 564.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 582.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 600.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 618.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 636.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [80.0, 654.0, 904.0, 18.0], shoonya_0sXZ94RLHTLD9G, 6477317]
[paragraph, [74.0, 699.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 717.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 735.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 753.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 771.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 789.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 807.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 825.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 843.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 861.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 879.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 897.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 915.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 933.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [74.0, 951.0, 914.0, 18.0], shoonya_1sEL6014VDFL47, 6477317]
[paragraph, [78.0, 986.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1004.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1022.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1040.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1058.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1076.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1094.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1112.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1130.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1148.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1166.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1184.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[paragraph, [78.0, 1202.0, 908.0, 18.0], UwWB2Tcux5, 6477317]
[folio, [82.0, 1344.0, 349.0, 18.0], 9CwDMztmCI, 6477317]
