[1806, 1262]
[folio, [597.0, 104.0, 452.0, 36.0], 4WWxwhyAka, 5681767]
[paragraph, [93.0, 174.0, 486.0, 36.0], shoonya_3sZQDNW8IN78B7, 5681767]
[paragraph, [93.0, 210.0, 486.0, 36.0], shoonya_3sZQDNW8IN78B7, 5681767]
[paragraph, [623.0, 177.0, 496.0, 36.0], xcBgPw7TlN, 5681767]
[paragraph, [623.0, 213.0, 496.0, 36.0], xcBgPw7TlN, 5681767]
[paragraph, [623.0, 249.0, 496.0, 36.0], xcBgPw7TlN, 5681767]
[paragraph, [623.0, 285.0, 496.0, 36.0], xcBgPw7TlN, 5681767]
[paragraph, [94.0, 252.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [94.0, 288.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [94.0, 324.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [94.0, 360.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [94.0, 396.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [94.0, 432.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [94.0, 468.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [94.0, 504.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [94.0, 540.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [94.0, 576.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [94.0, 612.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [94.0, 648.0, 486.0, 36.0], sAqv4IInCX, 5681767]
[paragraph, [625.0, 337.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 373.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 409.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 445.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 481.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 517.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 553.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 589.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 625.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 661.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 697.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 733.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 769.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 805.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 841.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 877.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 913.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 949.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 985.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1021.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1057.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1093.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1129.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1165.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1201.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1237.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1273.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1309.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1345.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1381.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1417.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1453.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1489.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1525.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1561.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1597.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1633.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [625.0, 1669.0, 494.0, 36.0], shoonya_0sTAW4VEJU1HCM, 5681767]
[paragraph, [322.0, 702.0, 251.0, 36.0], shoonya_4sGFBUMPMZAIEC, 5681767]
[paragraph, [97.0, 778.0, 486.0, 36.0], shoonya_2sFJO0R7QRWE8Y, 5681767]
[paragraph, [97.0, 814.0, 486.0, 36.0], shoonya_2sFJO0R7QRWE8Y, 5681767]
[paragraph, [97.0, 850.0, 486.0, 36.0], shoonya_2sFJO0R7QRWE8Y, 5681767]
[paragraph, [97.0, 886.0, 486.0, 36.0], shoonya_2sFJO0R7QRWE8Y, 5681767]
[paragraph, [97.0, 922.0, 486.0, 36.0], shoonya_2sFJO0R7QRWE8Y, 5681767]
[paragraph, [97.0, 958.0, 486.0, 36.0], shoonya_2sFJO0R7QRWE8Y, 5681767]
[paragraph, [97.0, 994.0, 486.0, 36.0], shoonya_2sFJO0R7QRWE8Y, 5681767]
[paragraph, [97.0, 1030.0, 486.0, 36.0], shoonya_2sFJO0R7QRWE8Y, 5681767]
[paragraph, [93.0, 1184.0, 489.0, 36.0], shoonya_1sZQKNQ6SKKTI5, 5681767]
[paragraph, [93.0, 1220.0, 489.0, 36.0], shoonya_1sZQKNQ6SKKTI5, 5681767]
[paragraph, [93.0, 1256.0, 489.0, 36.0], shoonya_1sZQKNQ6SKKTI5, 5681767]
[paragraph, [93.0, 1292.0, 489.0, 36.0], shoonya_1sZQKNQ6SKKTI5, 5681767]
[paragraph, [91.0, 1365.0, 492.0, 36.0], bwSoJWYH3E, 5681767]
[paragraph, [91.0, 1401.0, 492.0, 36.0], bwSoJWYH3E, 5681767]
[paragraph, [91.0, 1437.0, 492.0, 36.0], bwSoJWYH3E, 5681767]
[paragraph, [91.0, 1473.0, 492.0, 36.0], bwSoJWYH3E, 5681767]
[paragraph, [91.0, 1509.0, 492.0, 36.0], bwSoJWYH3E, 5681767]
[paragraph, [91.0, 1545.0, 492.0, 36.0], bwSoJWYH3E, 5681767]
