[1625, 1211]
[section-title, [218.0, 189.0, 387.0, 49.5], shoonya_0sOEYV9XSNMY6Y, 5742757]
[section-title, [1008.0, 195.0, 125.0, 49.5], siuWpmaWu6, 5742757]
[paragraph, [420.0, 315.0, 334.0, 36.0], P4rdd2F64v, 5742757]
[paragraph, [59.0, 319.0, 343.0, 36.0], MhgWtQ8xyz, 5742757]
[paragraph, [59.0, 355.0, 343.0, 36.0], MhgWtQ8xyz, 5742757]
[paragraph, [59.0, 391.0, 343.0, 36.0], MhgWtQ8xyz, 5742757]
[paragraph, [59.0, 427.0, 343.0, 36.0], MhgWtQ8xyz, 5742757]
[paragraph, [59.0, 463.0, 343.0, 36.0], MhgWtQ8xyz, 5742757]
[paragraph, [423.0, 398.0, 340.0, 36.0], mPWe2SFLKb, 5742757]
[paragraph, [794.0, 401.0, 334.0, 36.0], O-tnUN7uh0, 5742757]
[paragraph, [794.0, 437.0, 334.0, 36.0], O-tnUN7uh0, 5742757]
[paragraph, [794.0, 473.0, 334.0, 36.0], O-tnUN7uh0, 5742757]
[paragraph, [794.0, 509.0, 334.0, 36.0], O-tnUN7uh0, 5742757]
[paragraph, [794.0, 545.0, 334.0, 36.0], O-tnUN7uh0, 5742757]
[paragraph, [794.0, 581.0, 334.0, 36.0], O-tnUN7uh0, 5742757]
[paragraph, [431.0, 501.0, 336.0, 36.0], O-eWvkmy5_, 5742757]
[paragraph, [431.0, 537.0, 336.0, 36.0], O-eWvkmy5_, 5742757]
[paragraph, [431.0, 573.0, 336.0, 36.0], O-eWvkmy5_, 5742757]
[paragraph, [431.0, 609.0, 336.0, 36.0], O-eWvkmy5_, 5742757]
[paragraph, [431.0, 645.0, 336.0, 36.0], O-eWvkmy5_, 5742757]
[paragraph, [65.0, 530.0, 340.0, 36.0], ePjwFohlcF, 5742757]
[paragraph, [65.0, 566.0, 340.0, 36.0], ePjwFohlcF, 5742757]
[paragraph, [65.0, 602.0, 340.0, 36.0], ePjwFohlcF, 5742757]
[paragraph, [65.0, 638.0, 340.0, 36.0], ePjwFohlcF, 5742757]
[paragraph, [793.0, 678.0, 343.0, 36.0], hhgeJqLlnT, 5742757]
[paragraph, [74.0, 737.0, 328.0, 36.0], 2mJ7hMan4W, 5742757]
[paragraph, [74.0, 773.0, 328.0, 36.0], 2mJ7hMan4W, 5742757]
[paragraph, [74.0, 809.0, 328.0, 36.0], 2mJ7hMan4W, 5742757]
[paragraph, [74.0, 845.0, 328.0, 36.0], 2mJ7hMan4W, 5742757]
[paragraph, [799.0, 746.0, 331.0, 36.0], 2UsFv49S2b, 5742757]
[paragraph, [431.0, 748.0, 340.0, 36.0], gIvNqa6tFl, 5742757]
[paragraph, [431.0, 784.0, 340.0, 36.0], gIvNqa6tFl, 5742757]
[paragraph, [431.0, 820.0, 340.0, 36.0], gIvNqa6tFl, 5742757]
