[2200, 1700]
[section-title, [1169.0, 679.0, 135.0, 52.5], qQjNkP9Fo3, 5652536]
[paragraph, [176.0, 829.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 865.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 901.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 937.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 973.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1009.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1045.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1081.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1117.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1153.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1189.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1225.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1261.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1297.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1333.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1369.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1405.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1441.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1477.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1513.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1549.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1585.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1621.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1657.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1693.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1729.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1765.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1801.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[paragraph, [176.0, 1837.0, 1294.0, 36.0], shoonya_0sNOBQDREC4E30, 5652536]
[folio, [309.0, 1917.0, 127.0, 36.0], -naDG5XIHM, 5652536]
