[2338, 1654]
[paragraph, [187.0, 185.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [187.0, 221.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [187.0, 257.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [187.0, 293.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [187.0, 329.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [187.0, 365.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [187.0, 401.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [187.0, 437.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [187.0, 473.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [187.0, 509.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [187.0, 545.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [187.0, 581.0, 1176.0, 36.0], shoonya_0sO6RVW9D2DODK, 5753244]
[paragraph, [173.0, 654.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 690.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 726.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 762.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 798.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 834.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 870.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 906.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 942.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 978.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1014.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1050.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1086.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1122.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1158.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1194.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1230.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1266.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1302.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1338.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1374.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1410.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1446.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1482.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1518.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1554.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1590.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1626.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1662.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1698.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1734.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1770.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1806.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1842.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1878.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [173.0, 1914.0, 1198.0, 36.0], shoonya_1s25W8ML8YAPYZ, 5753244]
[paragraph, [187.0, 1966.0, 1183.0, 36.0], shoonya_3sLF1DCLOORWJP, 5753244]
[paragraph, [187.0, 2002.0, 1183.0, 36.0], shoonya_3sLF1DCLOORWJP, 5753244]
[paragraph, [187.0, 2038.0, 1183.0, 36.0], shoonya_3sLF1DCLOORWJP, 5753244]
[paragraph, [187.0, 2074.0, 1183.0, 36.0], shoonya_3sLF1DCLOORWJP, 5753244]
