[542, 329]
[folio, [141.0, 16.0, 58.0, 18.0], shoonya_0s2Y54O8NUJG8X, 5700449]
[paragraph, [9.0, 39.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 57.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 75.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 93.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 111.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 129.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 147.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 165.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 183.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 201.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 219.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 237.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 255.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 273.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 291.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 309.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 327.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 345.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 363.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 381.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 399.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 417.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 435.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 453.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 471.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 489.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
[paragraph, [9.0, 507.0, 310.0, 18.0], shoonya_1s6098D1ZFY4ZC, 5700449]
