[2031, 1446]
[section-title, [263.0, 189.0, 1007.0, 52.5], shoonya_7s3X366Y0ZZAKI, 5651161]
[paragraph, [256.0, 272.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [256.0, 308.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [256.0, 344.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [256.0, 380.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [256.0, 416.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [256.0, 452.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [256.0, 488.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [256.0, 524.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [256.0, 560.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [256.0, 596.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [256.0, 632.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [256.0, 668.0, 1088.0, 36.0], shoonya_0sBSPWOJW3M6DE, 5651161]
[paragraph, [266.0, 751.0, 1075.0, 36.0], shoonya_1sAUEMU73MJHUK, 5651161]
[paragraph, [266.0, 787.0, 1075.0, 36.0], shoonya_1sAUEMU73MJHUK, 5651161]
[paragraph, [266.0, 823.0, 1075.0, 36.0], shoonya_1sAUEMU73MJHUK, 5651161]
[paragraph, [266.0, 859.0, 1075.0, 36.0], shoonya_1sAUEMU73MJHUK, 5651161]
[paragraph, [266.0, 895.0, 1075.0, 36.0], shoonya_1sAUEMU73MJHUK, 5651161]
[paragraph, [266.0, 955.0, 1075.0, 36.0], shoonya_2s0NN5MREUXRYJ, 5651161]
[paragraph, [266.0, 991.0, 1075.0, 36.0], shoonya_2s0NN5MREUXRYJ, 5651161]
[paragraph, [266.0, 1027.0, 1075.0, 36.0], shoonya_2s0NN5MREUXRYJ, 5651161]
[paragraph, [266.0, 1063.0, 1075.0, 36.0], shoonya_2s0NN5MREUXRYJ, 5651161]
[paragraph, [266.0, 1099.0, 1075.0, 36.0], shoonya_2s0NN5MREUXRYJ, 5651161]
[paragraph, [255.0, 1149.0, 1084.0, 36.0], shoonya_6sW3BKUI7U1072, 5651161]
[paragraph, [255.0, 1185.0, 1084.0, 36.0], shoonya_6sW3BKUI7U1072, 5651161]
[paragraph, [255.0, 1221.0, 1084.0, 36.0], shoonya_6sW3BKUI7U1072, 5651161]
[paragraph, [250.0, 1285.0, 1102.0, 36.0], shoonya_5sHEBEWBMCKK9K, 5651161]
[paragraph, [250.0, 1321.0, 1102.0, 36.0], shoonya_5sHEBEWBMCKK9K, 5651161]
[paragraph, [250.0, 1357.0, 1102.0, 36.0], shoonya_5sHEBEWBMCKK9K, 5651161]
[paragraph, [258.0, 1437.0, 1086.0, 36.0], shoonya_4sGMH3X7LZHI3U, 5651161]
[paragraph, [258.0, 1473.0, 1086.0, 36.0], shoonya_4sGMH3X7LZHI3U, 5651161]
[paragraph, [258.0, 1509.0, 1086.0, 36.0], shoonya_4sGMH3X7LZHI3U, 5651161]
[paragraph, [258.0, 1545.0, 1086.0, 36.0], shoonya_4sGMH3X7LZHI3U, 5651161]
[paragraph, [258.0, 1581.0, 1086.0, 36.0], shoonya_4sGMH3X7LZHI3U, 5651161]
[paragraph, [261.0, 1639.0, 1085.0, 36.0], shoonya_8sDO5T83IBDM1F, 5651161]
[paragraph, [261.0, 1675.0, 1085.0, 36.0], shoonya_8sDO5T83IBDM1F, 5651161]
[paragraph, [261.0, 1711.0, 1085.0, 36.0], shoonya_8sDO5T83IBDM1F, 5651161]
[paragraph, [261.0, 1747.0, 1085.0, 36.0], shoonya_8sDO5T83IBDM1F, 5651161]
[paragraph, [261.0, 1783.0, 1085.0, 36.0], shoonya_8sDO5T83IBDM1F, 5651161]
[paragraph, [242.0, 1837.0, 1093.0, 36.0], HIWxuyFLlg, 5651161]
[paragraph, [242.0, 1873.0, 1093.0, 36.0], HIWxuyFLlg, 5651161]
[paragraph, [242.0, 1909.0, 1093.0, 36.0], HIWxuyFLlg, 5651161]
