[2339, 1656]
[section-title, [822.0, 286.0, 206.0, 52.5], shoonya_2s34EOAC3SMH9T, 5731467]
[paragraph, [187.0, 488.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 524.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 560.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 596.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 632.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 668.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 704.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 740.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 776.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 812.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 848.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 884.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 920.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 956.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 992.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 1028.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 1064.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 1100.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 1136.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 1172.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 1208.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 1244.0, 1279.0, 36.0], shoonya_0sX7VYGJP41W0F, 5731467]
[paragraph, [187.0, 1329.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1365.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1401.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1437.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1473.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1509.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1545.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1581.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1617.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1653.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1689.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1725.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1761.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1797.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1833.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1869.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1905.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1941.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 1977.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 2013.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
[paragraph, [187.0, 2049.0, 1280.0, 36.0], shoonya_1sJOINDIDFDQRH, 5731467]
