[595, 454]
[chapter-title, [125.0, 165.0, 198.0, 30.0], VSmqhVuBvE, 6460911]
[chapter-title, [125.0, 195.0, 198.0, 30.0], VSmqhVuBvE, 6460911]
[paragraph, [230.0, 243.0, 198.0, 18.0], 0TyrD9B6a-, 6460911]
[paragraph, [230.0, 261.0, 198.0, 18.0], 0TyrD9B6a-, 6460911]
[paragraph, [22.0, 244.0, 204.0, 18.0], shoonya_0sJ4DGWNAFIAX6, 6460911]
[paragraph, [22.0, 262.0, 204.0, 18.0], shoonya_0sJ4DGWNAFIAX6, 6460911]
[paragraph, [22.0, 280.0, 204.0, 18.0], shoonya_0sJ4DGWNAFIAX6, 6460911]
[paragraph, [22.0, 298.0, 204.0, 18.0], shoonya_0sJ4DGWNAFIAX6, 6460911]
[paragraph, [22.0, 316.0, 204.0, 18.0], shoonya_0sJ4DGWNAFIAX6, 6460911]
[paragraph, [22.0, 334.0, 204.0, 18.0], shoonya_0sJ4DGWNAFIAX6, 6460911]
[paragraph, [22.0, 352.0, 204.0, 18.0], shoonya_0sJ4DGWNAFIAX6, 6460911]
[paragraph, [22.0, 370.0, 204.0, 18.0], shoonya_0sJ4DGWNAFIAX6, 6460911]
[paragraph, [224.0, 285.0, 203.0, 18.0], jTHN0w6deh, 6460911]
[paragraph, [224.0, 303.0, 203.0, 18.0], jTHN0w6deh, 6460911]
[paragraph, [224.0, 321.0, 203.0, 18.0], jTHN0w6deh, 6460911]
[paragraph, [224.0, 339.0, 203.0, 18.0], jTHN0w6deh, 6460911]
[paragraph, [230.0, 365.0, 198.0, 18.0], IDP_2VuKO6, 6460911]
[paragraph, [230.0, 383.0, 198.0, 18.0], IDP_2VuKO6, 6460911]
[paragraph, [230.0, 401.0, 198.0, 18.0], IDP_2VuKO6, 6460911]
[paragraph, [230.0, 419.0, 198.0, 18.0], IDP_2VuKO6, 6460911]
[paragraph, [230.0, 437.0, 198.0, 18.0], IDP_2VuKO6, 6460911]
[paragraph, [230.0, 455.0, 198.0, 18.0], IDP_2VuKO6, 6460911]
[paragraph, [23.0, 402.0, 205.0, 18.0], eTJxQDdYtM, 6460911]
[paragraph, [23.0, 420.0, 205.0, 18.0], eTJxQDdYtM, 6460911]
[paragraph, [23.0, 438.0, 205.0, 18.0], eTJxQDdYtM, 6460911]
[paragraph, [23.0, 456.0, 205.0, 18.0], eTJxQDdYtM, 6460911]
[paragraph, [23.0, 474.0, 205.0, 18.0], eTJxQDdYtM, 6460911]
[paragraph, [23.0, 492.0, 205.0, 18.0], eTJxQDdYtM, 6460911]
[paragraph, [226.0, 485.0, 200.0, 18.0], pMDFSj6F08, 6460911]
[paragraph, [226.0, 503.0, 200.0, 18.0], pMDFSj6F08, 6460911]
[folio, [160.0, 530.0, 134.0, 18.0], 6oZBnsEHd6, 6460911]
