[1050, 693]
[folio, [74.0, 76.0, 81.0, 18.0], shoonya_2sKXEIAO269O87, 5702192]
[folio, [74.0, 94.0, 81.0, 18.0], shoonya_2sKXEIAO269O87, 5702192]
[paragraph, [83.0, 129.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 147.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 165.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 183.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 201.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 219.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 237.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 255.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 273.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 291.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 309.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 327.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 345.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 363.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 381.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 399.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 417.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 435.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 453.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 471.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 489.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 507.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 525.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 543.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 561.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 579.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 597.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 615.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 633.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 651.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 669.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 687.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [83.0, 705.0, 528.0, 18.0], shoonya_1s65QQ3YJ75XUJ, 5702192]
[paragraph, [82.0, 730.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 748.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 766.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 784.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 802.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 820.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 838.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 856.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 874.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 892.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 910.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 928.0, 532.0, 18.0], Reme_1R5xj, 5702192]
[paragraph, [82.0, 946.0, 532.0, 18.0], Reme_1R5xj, 5702192]
