[3508, 2481]
[flag, [635.0, 133.0, 1404.0, 52.5], Xrx5AimDz3, 6534729]
[flag, [635.0, 185.5, 1404.0, 52.5], Xrx5AimDz3, 6534729]
[paragraph, [852.0, 285.0, 784.0, 52.5], tZikUvELSu, 6534729]
[section-title, [871.0, 474.0, 725.0, 93.0], xydrDfrukg, 6534729]
[sub-section-title, [766.0, 728.0, 952.0, 73.5], K48TjDwbqx, 6534729]
[dateline, [1935.0, 984.0, 319.0, 52.5], shoonya_3s9WMTWK2Y2QKS, 6534729]
[paragraph, [223.0, 1243.0, 303.0, 52.5], AZBX0-ZAPS, 6534729]
[paragraph, [215.0, 1362.0, 2054.0, 52.5], shoonya_2sMOU8JNPS2X5K, 6534729]
[paragraph, [215.0, 1414.5, 2054.0, 52.5], shoonya_2sMOU8JNPS2X5K, 6534729]
[paragraph, [215.0, 1467.0, 2054.0, 52.5], shoonya_2sMOU8JNPS2X5K, 6534729]
[paragraph, [215.0, 1519.5, 2054.0, 52.5], shoonya_2sMOU8JNPS2X5K, 6534729]
[paragraph, [215.0, 1572.0, 2054.0, 52.5], shoonya_2sMOU8JNPS2X5K, 6534729]
[paragraph, [215.0, 1624.5, 2054.0, 52.5], shoonya_2sMOU8JNPS2X5K, 6534729]
[paragraph, [225.0, 1724.0, 2040.0, 52.5], shoonya_0s8M2WCGQUPPC3, 6534729]
[paragraph, [225.0, 1776.5, 2040.0, 52.5], shoonya_0s8M2WCGQUPPC3, 6534729]
[paragraph, [225.0, 1829.0, 2040.0, 52.5], shoonya_0s8M2WCGQUPPC3, 6534729]
[paragraph, [225.0, 1881.5, 2040.0, 52.5], shoonya_0s8M2WCGQUPPC3, 6534729]
[paragraph, [225.0, 1934.0, 2040.0, 52.5], shoonya_0s8M2WCGQUPPC3, 6534729]
[paragraph, [225.0, 1986.5, 2040.0, 52.5], shoonya_0s8M2WCGQUPPC3, 6534729]
[paragraph, [225.0, 2039.0, 2040.0, 52.5], shoonya_0s8M2WCGQUPPC3, 6534729]
[paragraph, [225.0, 2091.5, 2040.0, 52.5], shoonya_0s8M2WCGQUPPC3, 6534729]
[paragraph, [225.0, 2144.0, 2040.0, 52.5], shoonya_0s8M2WCGQUPPC3, 6534729]
[paragraph, [225.0, 2196.5, 2040.0, 52.5], shoonya_0s8M2WCGQUPPC3, 6534729]
[figure-caption, [222.0, 2627.0, 331.0, 52.5], shoonya_1sSBI3R3KAQ5GP, 6534729]
[contact-info, [223.0, 3287.0, 558.0, 52.5], CMNI6IuKL9, 6534729]
