[1200, 825]
[chapter-title, [355.0, 264.0, 117.0, 30.0], shoonya_0sNEVRY2MWACAR, 5691115]
[section-title, [160.0, 309.0, 512.0, 30.0], uLz1Al8DTA, 5691115]
[paragraph, [147.0, 360.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 378.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 396.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 414.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 432.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 450.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 468.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 486.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 504.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 522.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 540.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 558.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [147.0, 576.0, 534.0, 18.0], q3TNaJu2vY, 5691115]
[paragraph, [153.0, 608.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 626.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 644.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 662.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 680.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 698.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 716.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 734.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 752.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 770.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 788.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 806.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 824.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 842.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 860.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 878.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 896.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 914.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [153.0, 932.0, 531.0, 18.0], LBLEtEef-S, 5691115]
[paragraph, [148.0, 962.0, 536.0, 18.0], oSQ1_Oqvz7, 5691115]
[paragraph, [148.0, 980.0, 536.0, 18.0], oSQ1_Oqvz7, 5691115]
[paragraph, [148.0, 998.0, 536.0, 18.0], oSQ1_Oqvz7, 5691115]
[paragraph, [148.0, 1016.0, 536.0, 18.0], oSQ1_Oqvz7, 5691115]
[paragraph, [148.0, 1034.0, 536.0, 18.0], oSQ1_Oqvz7, 5691115]
