[1630, 1241]
[folio, [826.0, 36.0, 339.0, 36.0], shoonya_0sAEHWSOEL410U, 5778666]
[folio, [73.0, 47.0, 202.0, 36.0], iWNPER7mcA, 5778666]
[section-title, [67.0, 151.0, 726.0, 49.5], F1FBmpzehd, 5778666]
[author, [83.0, 213.0, 448.0, 36.0], 9foQL0nun9, 5778666]
[reference, [82.0, 254.0, 723.0, 36.0], Qou_rNfpyi, 5778666]
[folio, [82.0, 373.0, 399.0, 36.0], DG0AXVNnnD, 5778666]
[paragraph, [77.0, 465.0, 1079.0, 36.0], NdnPiSt1vM, 5778666]
[paragraph, [77.0, 501.0, 1079.0, 36.0], NdnPiSt1vM, 5778666]
[paragraph, [77.0, 537.0, 1079.0, 36.0], NdnPiSt1vM, 5778666]
[paragraph, [77.0, 573.0, 1079.0, 36.0], NdnPiSt1vM, 5778666]
[paragraph, [77.0, 609.0, 1079.0, 36.0], NdnPiSt1vM, 5778666]
[paragraph, [77.0, 645.0, 1079.0, 36.0], NdnPiSt1vM, 5778666]
[paragraph, [77.0, 681.0, 1079.0, 36.0], NdnPiSt1vM, 5778666]
[paragraph, [82.0, 736.0, 879.0, 36.0], GxTWOQzRTf, 5778666]
[paragraph, [616.0, 837.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 873.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 909.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 945.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 981.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 1017.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 1053.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 1089.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 1125.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 1161.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 1197.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 1233.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 1269.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 1305.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [616.0, 1341.0, 544.0, 36.0], Pre4ko7Okh, 5778666]
[paragraph, [80.0, 876.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [80.0, 912.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [80.0, 948.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [80.0, 984.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [80.0, 1020.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [80.0, 1056.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [80.0, 1092.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [80.0, 1128.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [80.0, 1164.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [80.0, 1200.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [80.0, 1236.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [80.0, 1272.0, 524.0, 36.0], 8QiTfPXqfK, 5778666]
[paragraph, [77.0, 1309.0, 532.0, 36.0], fdJZPQumzP, 5778666]
[paragraph, [77.0, 1345.0, 532.0, 36.0], fdJZPQumzP, 5778666]
[paragraph, [77.0, 1381.0, 532.0, 36.0], fdJZPQumzP, 5778666]
[paragraph, [77.0, 1417.0, 532.0, 36.0], fdJZPQumzP, 5778666]
[paragraph, [77.0, 1453.0, 532.0, 36.0], fdJZPQumzP, 5778666]
[footnote, [67.0, 1508.0, 463.0, 36.0], jS6KkLSbpB, 5778666]
[footnote, [67.0, 1544.0, 463.0, 36.0], jS6KkLSbpB, 5778666]
