[1241, 798]
[section-title, [313.0, 73.0, 168.0, 30.0], shoonya_1sFZFYM2DA9ZGS, 5702648]
[unordered-list, [82.0, 117.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 135.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 153.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 171.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 189.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 207.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 225.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 243.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 261.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 279.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 297.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 315.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 333.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 351.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 369.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 387.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 405.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 423.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 441.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 459.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 477.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 495.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 513.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 531.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 549.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 567.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 585.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 603.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 621.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 639.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 657.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 675.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 693.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 711.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 729.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 747.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 765.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 783.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 801.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 819.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 837.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 855.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 873.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 891.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 909.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 927.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 945.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 963.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 981.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 999.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 1017.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 1035.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 1053.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[unordered-list, [82.0, 1071.0, 627.0, 18.0], shoonya_0sVA2DLELCPT6H, 5702648]
[paragraph, [71.0, 1101.0, 642.0, 18.0], SdNSUNfDbB, 5702648]
[paragraph, [71.0, 1119.0, 642.0, 18.0], SdNSUNfDbB, 5702648]
[paragraph, [71.0, 1137.0, 642.0, 18.0], SdNSUNfDbB, 5702648]
