[2097, 1516]
[dateline, [227.0, 39.0, 232.0, 64.5], 95TwkgOITi, 5712505]
[folio, [18.0, 41.0, 217.0, 36.0], TilkzW_RYr, 5712505]
[paragraph, [3.0, 104.0, 736.0, 36.0], shoonya_10s0LIAB4GOKPX, 5712505]
[paragraph, [3.0, 140.0, 736.0, 36.0], shoonya_10s0LIAB4GOKPX, 5712505]
[paragraph, [3.0, 176.0, 736.0, 36.0], shoonya_10s0LIAB4GOKPX, 5712505]
[paragraph, [3.0, 212.0, 736.0, 36.0], shoonya_10s0LIAB4GOKPX, 5712505]
[paragraph, [3.0, 248.0, 736.0, 36.0], shoonya_10s0LIAB4GOKPX, 5712505]
[paragraph, [7.0, 292.0, 726.0, 36.0], shoonya_14s82JBEUSUU09, 5712505]
[paragraph, [7.0, 328.0, 726.0, 36.0], shoonya_14s82JBEUSUU09, 5712505]
[paragraph, [7.0, 364.0, 726.0, 36.0], shoonya_14s82JBEUSUU09, 5712505]
[paragraph, [7.0, 400.0, 726.0, 36.0], shoonya_14s82JBEUSUU09, 5712505]
[paragraph, [7.0, 436.0, 726.0, 36.0], shoonya_14s82JBEUSUU09, 5712505]
[paragraph, [7.0, 472.0, 726.0, 36.0], shoonya_14s82JBEUSUU09, 5712505]
[paragraph, [735.0, 507.0, 722.0, 36.0], shoonya_5s93QJTMCIN3D9, 5712505]
[paragraph, [735.0, 543.0, 722.0, 36.0], shoonya_5s93QJTMCIN3D9, 5712505]
[paragraph, [0.0, 532.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 568.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 604.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 640.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 676.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 712.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 748.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 784.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 820.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 856.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 892.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 928.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [0.0, 964.0, 736.0, 36.0], shoonya_6sVJGEHTGKSFGT, 5712505]
[paragraph, [740.0, 586.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [740.0, 622.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [740.0, 658.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [740.0, 694.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [740.0, 730.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [740.0, 766.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [740.0, 802.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [740.0, 838.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [740.0, 874.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [740.0, 910.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [740.0, 946.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [740.0, 982.0, 725.0, 36.0], shoonya_0sPE81VT10T31U, 5712505]
[paragraph, [6.0, 1003.0, 727.0, 36.0], shoonya_3sDRES7XCR5TCQ, 5712505]
[paragraph, [6.0, 1039.0, 727.0, 36.0], shoonya_3sDRES7XCR5TCQ, 5712505]
[paragraph, [6.0, 1075.0, 727.0, 36.0], shoonya_3sDRES7XCR5TCQ, 5712505]
[paragraph, [6.0, 1111.0, 727.0, 36.0], shoonya_3sDRES7XCR5TCQ, 5712505]
[paragraph, [6.0, 1147.0, 727.0, 36.0], shoonya_3sDRES7XCR5TCQ, 5712505]
[paragraph, [6.0, 1183.0, 727.0, 36.0], shoonya_3sDRES7XCR5TCQ, 5712505]
[paragraph, [6.0, 1219.0, 727.0, 36.0], shoonya_3sDRES7XCR5TCQ, 5712505]
[paragraph, [6.0, 1255.0, 727.0, 36.0], shoonya_3sDRES7XCR5TCQ, 5712505]
