[1425, 1088]
[section-title, [458.0, 175.0, 136.0, 30.0], shoonya_1sC03JAJ3EVP1O, 5759537]
[paragraph, [102.0, 229.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 247.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 265.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 283.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 301.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 319.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 337.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 355.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 373.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 391.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 409.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 427.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [102.0, 445.0, 846.0, 18.0], shoonya_0sUK1KNE2O4IF4, 5759537]
[paragraph, [104.0, 503.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 521.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 539.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 557.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 575.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 593.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 611.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 629.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 647.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 665.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 683.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 701.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 719.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 737.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 755.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 773.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 791.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 809.0, 844.0, 18.0], shoonya_3sE25X62368DHR, 5759537]
[paragraph, [104.0, 862.0, 844.0, 18.0], Zqgnf9u_H5, 5759537]
[paragraph, [104.0, 880.0, 844.0, 18.0], Zqgnf9u_H5, 5759537]
[paragraph, [104.0, 898.0, 844.0, 18.0], Zqgnf9u_H5, 5759537]
[paragraph, [104.0, 916.0, 844.0, 18.0], Zqgnf9u_H5, 5759537]
[paragraph, [104.0, 934.0, 844.0, 18.0], Zqgnf9u_H5, 5759537]
[contact-info, [101.0, 1013.0, 424.0, 18.0], shoonya_4sVW8TWUKVQLQZ, 5759537]
[contact-info, [101.0, 1031.0, 424.0, 18.0], shoonya_4sVW8TWUKVQLQZ, 5759537]
[contact-info, [101.0, 1049.0, 424.0, 18.0], shoonya_4sVW8TWUKVQLQZ, 5759537]
[contact-info, [101.0, 1067.0, 424.0, 18.0], shoonya_4sVW8TWUKVQLQZ, 5759537]
[contact-info, [101.0, 1085.0, 424.0, 18.0], shoonya_4sVW8TWUKVQLQZ, 5759537]
[contact-info, [101.0, 1103.0, 424.0, 18.0], shoonya_4sVW8TWUKVQLQZ, 5759537]
[contact-info, [101.0, 1121.0, 424.0, 18.0], shoonya_4sVW8TWUKVQLQZ, 5759537]
[contact-info, [101.0, 1139.0, 424.0, 18.0], shoonya_4sVW8TWUKVQLQZ, 5759537]
[contact-info, [101.0, 1157.0, 424.0, 18.0], shoonya_4sVW8TWUKVQLQZ, 5759537]
[contact-info, [101.0, 1175.0, 424.0, 18.0], shoonya_4sVW8TWUKVQLQZ, 5759537]
