[1987, 1270]
[chapter-title, [534.0, 380.0, 212.0, 58.5], shoonya_5sZZ8HMSYWKVJM, 5683409]
[paragraph, [127.0, 527.0, 1014.0, 36.0], shoonya_0sCGUF237YPC0Z, 5683409]
[paragraph, [127.0, 563.0, 1014.0, 36.0], shoonya_0sCGUF237YPC0Z, 5683409]
[paragraph, [127.0, 599.0, 1014.0, 36.0], shoonya_0sCGUF237YPC0Z, 5683409]
[paragraph, [127.0, 635.0, 1014.0, 36.0], shoonya_0sCGUF237YPC0Z, 5683409]
[paragraph, [127.0, 671.0, 1014.0, 36.0], shoonya_0sCGUF237YPC0Z, 5683409]
[paragraph, [132.0, 745.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 781.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 817.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 853.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 889.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 925.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 961.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 997.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 1033.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 1069.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 1105.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 1141.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 1177.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 1213.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 1249.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 1285.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [132.0, 1321.0, 1010.0, 36.0], shoonya_1sVK5FT7U2VC1I, 5683409]
[paragraph, [133.0, 1385.0, 1014.0, 36.0], shoonya_2sNT0AYMJFSA2X, 5683409]
[paragraph, [133.0, 1421.0, 1014.0, 36.0], shoonya_2sNT0AYMJFSA2X, 5683409]
[paragraph, [133.0, 1457.0, 1014.0, 36.0], shoonya_2sNT0AYMJFSA2X, 5683409]
[paragraph, [133.0, 1493.0, 1014.0, 36.0], shoonya_2sNT0AYMJFSA2X, 5683409]
[paragraph, [133.0, 1529.0, 1014.0, 36.0], shoonya_2sNT0AYMJFSA2X, 5683409]
[paragraph, [133.0, 1565.0, 1014.0, 36.0], shoonya_2sNT0AYMJFSA2X, 5683409]
[paragraph, [133.0, 1601.0, 1014.0, 36.0], shoonya_2sNT0AYMJFSA2X, 5683409]
[paragraph, [133.0, 1637.0, 1014.0, 36.0], shoonya_2sNT0AYMJFSA2X, 5683409]
[paragraph, [130.0, 1707.0, 1015.0, 36.0], shoonya_4sVVCI7SDM9G3D, 5683409]
[paragraph, [130.0, 1743.0, 1015.0, 36.0], shoonya_4sVVCI7SDM9G3D, 5683409]
[paragraph, [130.0, 1779.0, 1015.0, 36.0], shoonya_4sVVCI7SDM9G3D, 5683409]
[paragraph, [130.0, 1815.0, 1015.0, 36.0], shoonya_4sVVCI7SDM9G3D, 5683409]
