[1248, 871]
[chapter-title, [257.0, 57.0, 260.0, 30.0], shoonya_3sP76WSWK34ZYJ, 5776346]
[paragraph, [72.0, 96.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 114.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 132.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 150.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 168.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 186.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 204.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 222.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 240.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 258.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 276.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 294.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 312.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 330.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 348.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 366.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 384.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [72.0, 402.0, 629.0, 18.0], shoonya_1s6O9RBHU7K159, 5776346]
[paragraph, [76.0, 426.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 444.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 462.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 480.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 498.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 516.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 534.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 552.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 570.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 588.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 606.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 624.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 642.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 660.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 678.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 696.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 714.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 732.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [76.0, 750.0, 626.0, 18.0], shoonya_0sYIWISMEK64C8, 5776346]
[paragraph, [77.0, 777.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 795.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 813.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 831.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 849.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 867.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 885.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 903.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 921.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 939.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 957.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 975.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 993.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 1011.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 1029.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 1047.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 1065.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
[paragraph, [77.0, 1083.0, 627.0, 18.0], shoonya_2sNL8NP9REKL6P, 5776346]
