[2400, 1600]
[website-link, [1242.0, 103.0, 179.0, 18.0], tKJ6MFz02K, 5660301]
[website-link, [1242.0, 121.0, 179.0, 18.0], tKJ6MFz02K, 5660301]
[website-link, [978.0, 107.0, 247.0, 18.0], 10JXxKVcJN, 5660301]
[folio, [171.0, 181.0, 253.0, 36.0], hUhkl9KtbC, 5660301]
[paragraph, [307.0, 271.0, 1160.0, 36.0], Ppf-AIwSTu, 5660301]
[paragraph, [307.0, 307.0, 1160.0, 36.0], Ppf-AIwSTu, 5660301]
[paragraph, [307.0, 343.0, 1160.0, 36.0], Ppf-AIwSTu, 5660301]
[paragraph, [307.0, 379.0, 1160.0, 36.0], Ppf-AIwSTu, 5660301]
[paragraph, [307.0, 415.0, 1160.0, 36.0], Ppf-AIwSTu, 5660301]
[paragraph, [305.0, 499.0, 1150.0, 36.0], 3bLil2XCti, 5660301]
[paragraph, [305.0, 535.0, 1150.0, 36.0], 3bLil2XCti, 5660301]
[paragraph, [305.0, 571.0, 1150.0, 36.0], 3bLil2XCti, 5660301]
[paragraph, [305.0, 607.0, 1150.0, 36.0], 3bLil2XCti, 5660301]
[paragraph, [305.0, 643.0, 1150.0, 36.0], 3bLil2XCti, 5660301]
[paragraph, [315.0, 723.0, 1166.0, 36.0], 0XpAVlDbOS, 5660301]
[paragraph, [315.0, 759.0, 1166.0, 36.0], 0XpAVlDbOS, 5660301]
[paragraph, [315.0, 795.0, 1166.0, 36.0], 0XpAVlDbOS, 5660301]
[paragraph, [315.0, 831.0, 1166.0, 36.0], 0XpAVlDbOS, 5660301]
[paragraph, [315.0, 867.0, 1166.0, 36.0], 0XpAVlDbOS, 5660301]
[paragraph, [313.0, 929.0, 1180.0, 36.0], GWFw0UOLSg, 5660301]
[paragraph, [313.0, 965.0, 1180.0, 36.0], GWFw0UOLSg, 5660301]
[paragraph, [313.0, 1001.0, 1180.0, 36.0], GWFw0UOLSg, 5660301]
[paragraph, [313.0, 1037.0, 1180.0, 36.0], GWFw0UOLSg, 5660301]
[paragraph, [313.0, 1073.0, 1180.0, 36.0], GWFw0UOLSg, 5660301]
[paragraph, [313.0, 1155.0, 1156.0, 36.0], LQ-1ppCEwc, 5660301]
[paragraph, [313.0, 1191.0, 1156.0, 36.0], LQ-1ppCEwc, 5660301]
[paragraph, [313.0, 1227.0, 1156.0, 36.0], LQ-1ppCEwc, 5660301]
[paragraph, [313.0, 1263.0, 1156.0, 36.0], LQ-1ppCEwc, 5660301]
[paragraph, [313.0, 1299.0, 1156.0, 36.0], LQ-1ppCEwc, 5660301]
[paragraph, [319.0, 1372.0, 1122.0, 36.0], Uzy00MXNEC, 5660301]
[paragraph, [319.0, 1408.0, 1122.0, 36.0], Uzy00MXNEC, 5660301]
[paragraph, [319.0, 1444.0, 1122.0, 36.0], Uzy00MXNEC, 5660301]
[paragraph, [319.0, 1480.0, 1122.0, 36.0], Uzy00MXNEC, 5660301]
[paragraph, [319.0, 1516.0, 1122.0, 36.0], Uzy00MXNEC, 5660301]
[paragraph, [317.0, 1596.0, 1184.0, 36.0], DWd_TKkdzQ, 5660301]
[paragraph, [317.0, 1632.0, 1184.0, 36.0], DWd_TKkdzQ, 5660301]
[paragraph, [317.0, 1668.0, 1184.0, 36.0], DWd_TKkdzQ, 5660301]
[paragraph, [317.0, 1704.0, 1184.0, 36.0], DWd_TKkdzQ, 5660301]
[paragraph, [317.0, 1740.0, 1184.0, 36.0], DWd_TKkdzQ, 5660301]
[paragraph, [319.0, 1820.0, 1160.0, 36.0], eTRc4UanXr, 5660301]
[paragraph, [319.0, 1856.0, 1160.0, 36.0], eTRc4UanXr, 5660301]
[paragraph, [319.0, 1892.0, 1160.0, 36.0], eTRc4UanXr, 5660301]
[paragraph, [319.0, 1928.0, 1160.0, 36.0], eTRc4UanXr, 5660301]
[paragraph, [319.0, 1964.0, 1160.0, 36.0], eTRc4UanXr, 5660301]
[paragraph, [317.0, 2034.0, 1160.0, 36.0], gTxg8SUyCa, 5660301]
[paragraph, [317.0, 2070.0, 1160.0, 36.0], gTxg8SUyCa, 5660301]
[paragraph, [317.0, 2106.0, 1160.0, 36.0], gTxg8SUyCa, 5660301]
[paragraph, [317.0, 2142.0, 1160.0, 36.0], gTxg8SUyCa, 5660301]
[paragraph, [317.0, 2178.0, 1160.0, 36.0], gTxg8SUyCa, 5660301]
[paragraph, [317.0, 2214.0, 1160.0, 36.0], gTxg8SUyCa, 5660301]
[footnote, [288.0, 2294.0, 1022.0, 36.0], shoonya_1sOPYYAYC2NAL4, 5660301]
