[2339, 1653]
[folio, [1176.0, 317.0, 319.0, 36.0], S3TGg3JZpm, 5738193]
[paragraph, [241.0, 373.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 409.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 445.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 481.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 517.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 553.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 589.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 625.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 661.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 697.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 733.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 769.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [241.0, 805.0, 569.0, 36.0], shoonya_3sQL9O4HAEQ93X, 5738193]
[paragraph, [919.0, 381.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 417.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 453.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 489.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 525.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 561.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 597.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 633.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 669.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 705.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 741.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 777.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 813.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 849.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 885.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 921.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 957.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 993.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 1029.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 1065.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [919.0, 1101.0, 568.0, 36.0], shoonya_0sOGIMI2PMFLFN, 5738193]
[paragraph, [240.0, 887.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 923.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 959.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 995.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1031.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1067.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1103.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1139.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1175.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1211.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1247.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1283.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1319.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1355.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1391.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1427.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1463.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1499.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1535.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1571.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1607.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1643.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1679.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1715.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1751.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1787.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1823.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1859.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [240.0, 1895.0, 571.0, 36.0], shoonya_2s6FBPYSSZBLQW, 5738193]
[paragraph, [917.0, 1180.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1216.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1252.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1288.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1324.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1360.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1396.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1432.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1468.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1504.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1540.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1576.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1612.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1648.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1684.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1720.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1756.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1792.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1828.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1864.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[paragraph, [917.0, 1900.0, 571.0, 36.0], shoonya_1sVJMUIFRWDRK0, 5738193]
[folio, [1374.0, 1991.0, 102.0, 36.0], shoonya_5s5FNDER43Z8J9, 5738193]
