[1250, 892]
[chapter-title, [370.0, 47.0, 266.0, 30.0], shoonya_0sEZVI72H5I0HV, 5775743]
[paragraph, [177.0, 101.0, 642.0, 18.0], DHUiUBPDeC, 5775743]
[paragraph, [177.0, 119.0, 642.0, 18.0], DHUiUBPDeC, 5775743]
[paragraph, [176.0, 147.0, 647.0, 18.0], IxDcdsflkn, 5775743]
[paragraph, [176.0, 165.0, 647.0, 18.0], IxDcdsflkn, 5775743]
[paragraph, [176.0, 183.0, 647.0, 18.0], IxDcdsflkn, 5775743]
[paragraph, [176.0, 201.0, 647.0, 18.0], IxDcdsflkn, 5775743]
[paragraph, [176.0, 219.0, 647.0, 18.0], IxDcdsflkn, 5775743]
[paragraph, [176.0, 237.0, 647.0, 18.0], IxDcdsflkn, 5775743]
[paragraph, [176.0, 255.0, 647.0, 18.0], IxDcdsflkn, 5775743]
[paragraph, [176.0, 273.0, 647.0, 18.0], IxDcdsflkn, 5775743]
[paragraph, [171.0, 300.0, 658.0, 18.0], esKCKcrNW0, 5775743]
[paragraph, [171.0, 318.0, 658.0, 18.0], esKCKcrNW0, 5775743]
[paragraph, [171.0, 336.0, 658.0, 18.0], esKCKcrNW0, 5775743]
[paragraph, [171.0, 354.0, 658.0, 18.0], esKCKcrNW0, 5775743]
[paragraph, [171.0, 372.0, 658.0, 18.0], esKCKcrNW0, 5775743]
[paragraph, [171.0, 390.0, 658.0, 18.0], esKCKcrNW0, 5775743]
[paragraph, [171.0, 408.0, 658.0, 18.0], esKCKcrNW0, 5775743]
[paragraph, [171.0, 426.0, 658.0, 18.0], esKCKcrNW0, 5775743]
[paragraph, [167.0, 451.0, 661.0, 18.0], 8qV4UHLeTM, 5775743]
[paragraph, [167.0, 469.0, 661.0, 18.0], 8qV4UHLeTM, 5775743]
[paragraph, [167.0, 487.0, 661.0, 18.0], 8qV4UHLeTM, 5775743]
[paragraph, [167.0, 505.0, 661.0, 18.0], 8qV4UHLeTM, 5775743]
[paragraph, [167.0, 523.0, 661.0, 18.0], 8qV4UHLeTM, 5775743]
[paragraph, [167.0, 541.0, 661.0, 18.0], 8qV4UHLeTM, 5775743]
[paragraph, [167.0, 559.0, 661.0, 18.0], 8qV4UHLeTM, 5775743]
[paragraph, [167.0, 577.0, 661.0, 18.0], 8qV4UHLeTM, 5775743]
[paragraph, [167.0, 595.0, 661.0, 18.0], 8qV4UHLeTM, 5775743]
[paragraph, [167.0, 613.0, 661.0, 18.0], 8qV4UHLeTM, 5775743]
[paragraph, [167.0, 631.0, 661.0, 18.0], 8qV4UHLeTM, 5775743]
[paragraph, [170.0, 653.0, 665.0, 18.0], jX8txyZiOh, 5775743]
[paragraph, [170.0, 671.0, 665.0, 18.0], jX8txyZiOh, 5775743]
[paragraph, [170.0, 689.0, 665.0, 18.0], jX8txyZiOh, 5775743]
[paragraph, [170.0, 707.0, 665.0, 18.0], jX8txyZiOh, 5775743]
[paragraph, [173.0, 724.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [173.0, 742.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [173.0, 760.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [173.0, 778.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [173.0, 796.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [173.0, 814.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [173.0, 832.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [173.0, 850.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [173.0, 868.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [173.0, 886.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [173.0, 904.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [173.0, 922.0, 660.0, 18.0], L7EGxvZ3p4, 5775743]
[paragraph, [172.0, 949.0, 662.0, 18.0], IhUXqJmTcJ, 5775743]
[paragraph, [172.0, 967.0, 662.0, 18.0], IhUXqJmTcJ, 5775743]
[paragraph, [172.0, 985.0, 662.0, 18.0], IhUXqJmTcJ, 5775743]
[paragraph, [172.0, 1003.0, 662.0, 18.0], IhUXqJmTcJ, 5775743]
[paragraph, [172.0, 1021.0, 662.0, 18.0], IhUXqJmTcJ, 5775743]
[paragraph, [172.0, 1039.0, 662.0, 18.0], IhUXqJmTcJ, 5775743]
[paragraph, [172.0, 1057.0, 662.0, 18.0], IhUXqJmTcJ, 5775743]
[paragraph, [172.0, 1075.0, 662.0, 18.0], IhUXqJmTcJ, 5775743]
