[2806, 1984]
[section-title, [422.0, 107.0, 1113.0, 79.5], Oo9pqpLzeS, 5698813]
[ordered-list, [307.0, 193.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 239.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 286.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 332.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 379.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 425.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 472.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 518.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 565.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 611.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 658.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 704.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 751.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 797.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 844.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 890.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 937.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 983.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 1030.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 1076.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 1123.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 1169.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 1216.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 1262.5, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[ordered-list, [307.0, 1309.0, 1465.0, 46.5], shoonya_2s0VZ4WU3IE66R, 5698813]
[paragraph, [312.0, 1366.0, 1451.0, 46.5], sq-_yaYUQK, 5698813]
[paragraph, [312.0, 1412.5, 1451.0, 46.5], sq-_yaYUQK, 5698813]
[paragraph, [312.0, 1459.0, 1451.0, 46.5], sq-_yaYUQK, 5698813]
[paragraph, [312.0, 1505.5, 1451.0, 46.5], sq-_yaYUQK, 5698813]
[paragraph, [312.0, 1552.0, 1451.0, 46.5], sq-_yaYUQK, 5698813]
[paragraph, [312.0, 1598.5, 1451.0, 46.5], sq-_yaYUQK, 5698813]
