[874, 612]
[section-title, [190.0, 23.0, 203.0, 30.0], shoonya_2s7FCB6CX5HVJK, 6460667]
[paragraph, [48.0, 73.0, 381.0, 18.0], C2rztr5Shf, 6460667]
[paragraph, [48.0, 91.0, 381.0, 18.0], C2rztr5Shf, 6460667]
[paragraph, [60.0, 116.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 134.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 152.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 170.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 188.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 206.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 224.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 242.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 260.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 278.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 296.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 314.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 332.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 350.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 368.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 386.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 404.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 422.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 440.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 458.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 476.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 494.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 512.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 530.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 548.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 566.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 584.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 602.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 620.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 638.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 656.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 674.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 692.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 710.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 728.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 746.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 764.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 782.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
[paragraph, [60.0, 800.0, 463.0, 18.0], shoonya_0sSB2QIF66ZBBM, 6460667]
