[2339, 1656]
[section-title, [885.0, 210.0, 227.0, 52.5], kJmz1m76ad, 5656451]
[paragraph, [436.0, 390.0, 1121.0, 36.0], shoonya_9sATTRF24J78D9, 5656451]
[paragraph, [436.0, 426.0, 1121.0, 36.0], shoonya_9sATTRF24J78D9, 5656451]
[paragraph, [436.0, 462.0, 1121.0, 36.0], shoonya_9sATTRF24J78D9, 5656451]
[paragraph, [436.0, 498.0, 1121.0, 36.0], shoonya_9sATTRF24J78D9, 5656451]
[paragraph, [436.0, 534.0, 1121.0, 36.0], shoonya_9sATTRF24J78D9, 5656451]
[paragraph, [100.0, 593.0, 1459.0, 36.0], shoonya_4sSA4RAP0NUQE6, 5656451]
[paragraph, [100.0, 629.0, 1459.0, 36.0], shoonya_4sSA4RAP0NUQE6, 5656451]
[paragraph, [100.0, 665.0, 1459.0, 36.0], shoonya_4sSA4RAP0NUQE6, 5656451]
[paragraph, [100.0, 701.0, 1459.0, 36.0], shoonya_4sSA4RAP0NUQE6, 5656451]
[paragraph, [85.0, 778.0, 1477.0, 36.0], shoonya_3sIJHV8ZON1TVG, 5656451]
[paragraph, [85.0, 814.0, 1477.0, 36.0], shoonya_3sIJHV8ZON1TVG, 5656451]
[paragraph, [85.0, 850.0, 1477.0, 36.0], shoonya_3sIJHV8ZON1TVG, 5656451]
[paragraph, [85.0, 886.0, 1477.0, 36.0], shoonya_3sIJHV8ZON1TVG, 5656451]
[paragraph, [85.0, 922.0, 1477.0, 36.0], shoonya_3sIJHV8ZON1TVG, 5656451]
[paragraph, [72.0, 983.0, 1490.0, 36.0], shoonya_2s7FPPLIHRJD2O, 5656451]
[paragraph, [72.0, 1019.0, 1490.0, 36.0], shoonya_2s7FPPLIHRJD2O, 5656451]
[paragraph, [72.0, 1055.0, 1490.0, 36.0], shoonya_2s7FPPLIHRJD2O, 5656451]
[paragraph, [72.0, 1091.0, 1490.0, 36.0], shoonya_2s7FPPLIHRJD2O, 5656451]
[paragraph, [72.0, 1127.0, 1490.0, 36.0], shoonya_2s7FPPLIHRJD2O, 5656451]
[paragraph, [72.0, 1163.0, 1490.0, 36.0], shoonya_2s7FPPLIHRJD2O, 5656451]
[paragraph, [72.0, 1199.0, 1490.0, 36.0], shoonya_2s7FPPLIHRJD2O, 5656451]
[paragraph, [72.0, 1235.0, 1490.0, 36.0], shoonya_2s7FPPLIHRJD2O, 5656451]
[paragraph, [74.0, 1312.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[paragraph, [74.0, 1348.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[paragraph, [74.0, 1384.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[paragraph, [74.0, 1420.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[paragraph, [74.0, 1456.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[paragraph, [74.0, 1492.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[paragraph, [74.0, 1528.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[paragraph, [74.0, 1564.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[paragraph, [74.0, 1600.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[paragraph, [74.0, 1636.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[paragraph, [74.0, 1672.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[paragraph, [74.0, 1708.0, 1488.0, 36.0], shoonya_0sIF9A53WP3QIM, 5656451]
[figure-caption, [1238.0, 1837.0, 369.0, 36.0], shoonya_7sPBM166IWGRMO, 5656451]
[figure-caption, [1238.0, 1873.0, 369.0, 36.0], shoonya_7sPBM166IWGRMO, 5656451]
[contact-info, [773.0, 1911.0, 801.0, 36.0], shoonya_8s8EHQZR2FI5K5, 5656451]
[contact-info, [773.0, 1947.0, 801.0, 36.0], shoonya_8s8EHQZR2FI5K5, 5656451]
[contact-info, [773.0, 1983.0, 801.0, 36.0], shoonya_8s8EHQZR2FI5K5, 5656451]
[contact-info, [773.0, 2019.0, 801.0, 36.0], shoonya_8s8EHQZR2FI5K5, 5656451]
[contact-info, [773.0, 2055.0, 801.0, 36.0], shoonya_8s8EHQZR2FI5K5, 5656451]
[contact-info, [773.0, 2091.0, 801.0, 36.0], shoonya_8s8EHQZR2FI5K5, 5656451]
[contact-info, [773.0, 2127.0, 801.0, 36.0], shoonya_8s8EHQZR2FI5K5, 5656451]
