[2339, 1653]
[paragraph, [388.0, 196.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 232.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 268.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 304.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 340.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 376.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 412.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 448.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 484.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 520.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 556.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 592.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 628.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 664.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 700.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [388.0, 736.0, 1075.0, 36.0], shoonya_1sU89HMWCT4XM7, 5734349]
[paragraph, [390.0, 782.0, 1073.0, 36.0], shoonya_0s8GSM0HZV1JXX, 5734349]
[paragraph, [390.0, 818.0, 1073.0, 36.0], shoonya_0s8GSM0HZV1JXX, 5734349]
[paragraph, [390.0, 854.0, 1073.0, 36.0], shoonya_0s8GSM0HZV1JXX, 5734349]
[paragraph, [390.0, 890.0, 1073.0, 36.0], shoonya_0s8GSM0HZV1JXX, 5734349]
[paragraph, [390.0, 926.0, 1073.0, 36.0], shoonya_0s8GSM0HZV1JXX, 5734349]
[paragraph, [390.0, 962.0, 1073.0, 36.0], shoonya_0s8GSM0HZV1JXX, 5734349]
[paragraph, [390.0, 998.0, 1073.0, 36.0], shoonya_0s8GSM0HZV1JXX, 5734349]
[paragraph, [390.0, 1034.0, 1073.0, 36.0], shoonya_0s8GSM0HZV1JXX, 5734349]
[paragraph, [390.0, 1070.0, 1073.0, 36.0], shoonya_0s8GSM0HZV1JXX, 5734349]
[paragraph, [390.0, 1106.0, 1073.0, 36.0], shoonya_0s8GSM0HZV1JXX, 5734349]
[paragraph, [390.0, 1142.0, 1073.0, 36.0], shoonya_0s8GSM0HZV1JXX, 5734349]
[paragraph, [387.0, 1188.0, 1078.0, 36.0], shoonya_2sBI6NKN8PD88M, 5734349]
[paragraph, [387.0, 1224.0, 1078.0, 36.0], shoonya_2sBI6NKN8PD88M, 5734349]
[paragraph, [387.0, 1260.0, 1078.0, 36.0], shoonya_2sBI6NKN8PD88M, 5734349]
[paragraph, [387.0, 1296.0, 1078.0, 36.0], shoonya_2sBI6NKN8PD88M, 5734349]
[paragraph, [387.0, 1332.0, 1078.0, 36.0], shoonya_2sBI6NKN8PD88M, 5734349]
[paragraph, [387.0, 1368.0, 1078.0, 36.0], shoonya_2sBI6NKN8PD88M, 5734349]
[paragraph, [387.0, 1404.0, 1078.0, 36.0], shoonya_2sBI6NKN8PD88M, 5734349]
[paragraph, [387.0, 1440.0, 1078.0, 36.0], shoonya_2sBI6NKN8PD88M, 5734349]
[paragraph, [387.0, 1476.0, 1078.0, 36.0], shoonya_2sBI6NKN8PD88M, 5734349]
[paragraph, [387.0, 1512.0, 1078.0, 36.0], shoonya_2sBI6NKN8PD88M, 5734349]
[paragraph, [387.0, 1548.0, 1078.0, 36.0], shoonya_2sBI6NKN8PD88M, 5734349]
[paragraph, [490.0, 1598.0, 145.0, 36.0], shoonya_4sEP8P1LX3BC0I, 5734349]
[paragraph, [390.0, 1658.0, 1069.0, 36.0], shoonya_5s5IDNBG1796Z8, 5734349]
[paragraph, [390.0, 1694.0, 1069.0, 36.0], shoonya_5s5IDNBG1796Z8, 5734349]
[paragraph, [390.0, 1730.0, 1069.0, 36.0], shoonya_5s5IDNBG1796Z8, 5734349]
[paragraph, [390.0, 1766.0, 1069.0, 36.0], shoonya_5s5IDNBG1796Z8, 5734349]
[paragraph, [389.0, 1834.0, 1073.0, 36.0], shoonya_3sI6K6MWVVLEDG, 5734349]
[paragraph, [389.0, 1870.0, 1073.0, 36.0], shoonya_3sI6K6MWVVLEDG, 5734349]
[paragraph, [389.0, 1906.0, 1073.0, 36.0], shoonya_3sI6K6MWVVLEDG, 5734349]
[paragraph, [389.0, 1942.0, 1073.0, 36.0], shoonya_3sI6K6MWVVLEDG, 5734349]
[paragraph, [389.0, 1978.0, 1073.0, 36.0], shoonya_3sI6K6MWVVLEDG, 5734349]
[paragraph, [389.0, 2014.0, 1073.0, 36.0], shoonya_3sI6K6MWVVLEDG, 5734349]
[paragraph, [389.0, 2050.0, 1073.0, 36.0], shoonya_3sI6K6MWVVLEDG, 5734349]
[folio, [1123.0, 2178.0, 270.0, 36.0], shoonya_6sFAVZRP7N33MN, 5734349]
