[688, 400]
[folio, [99.0, 25.0, 224.0, 18.0], shoonya_0sQW0ZXFA17IRH, 5748494]
[paragraph, [17.0, 61.0, 378.0, 18.0], bRsX3BQ5ua, 5748494]
[paragraph, [17.0, 79.0, 378.0, 18.0], bRsX3BQ5ua, 5748494]
[paragraph, [17.0, 116.0, 378.0, 18.0], aNepZgdebV, 5748494]
[paragraph, [17.0, 134.0, 378.0, 18.0], aNepZgdebV, 5748494]
[ordered-list, [11.0, 169.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 187.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 205.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 223.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 241.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 259.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 277.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 295.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 313.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 331.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 349.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 367.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 385.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 403.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 421.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 439.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 457.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 475.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 493.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[ordered-list, [11.0, 511.0, 387.0, 18.0], hJpWjA6XEg, 5748494]
[sub-ordered-list, [18.0, 385.0, 369.0, 18.0], FKbHpyxJwz, 5748494]
[sub-ordered-list, [18.0, 403.0, 369.0, 18.0], FKbHpyxJwz, 5748494]
[sub-ordered-list, [18.0, 421.0, 369.0, 18.0], FKbHpyxJwz, 5748494]
[sub-ordered-list, [18.0, 439.0, 369.0, 18.0], FKbHpyxJwz, 5748494]
[sub-ordered-list, [18.0, 457.0, 369.0, 18.0], FKbHpyxJwz, 5748494]
[sub-ordered-list, [18.0, 475.0, 369.0, 18.0], FKbHpyxJwz, 5748494]
[sub-ordered-list, [18.0, 493.0, 369.0, 18.0], FKbHpyxJwz, 5748494]
[sub-ordered-list, [18.0, 511.0, 369.0, 18.0], FKbHpyxJwz, 5748494]
[paragraph, [9.0, 544.0, 383.0, 18.0], W4yVTAlmNg, 5748494]
[paragraph, [9.0, 562.0, 383.0, 18.0], W4yVTAlmNg, 5748494]
[paragraph, [9.0, 580.0, 383.0, 18.0], W4yVTAlmNg, 5748494]
[paragraph, [9.0, 598.0, 383.0, 18.0], W4yVTAlmNg, 5748494]
[paragraph, [13.0, 620.0, 373.0, 18.0], 7ZT9IRToNF, 5748494]
[paragraph, [13.0, 638.0, 373.0, 18.0], 7ZT9IRToNF, 5748494]
