[1601, 1128]
[section-title, [81.0, 90.0, 315.0, 49.5], Zgqm_Y4Ib7, 6471514]
[headline, [295.0, 200.0, 574.0, 37.5], shoonya_5s62HTEVIHA4CC, 6471514]
[headline, [295.0, 237.5, 574.0, 37.5], shoonya_5s62HTEVIHA4CC, 6471514]
[paragraph, [117.0, 303.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 339.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 375.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 411.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 447.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 483.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 519.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 555.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 591.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 627.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 663.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 699.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 735.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 771.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 807.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 843.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 879.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 915.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[paragraph, [117.0, 951.0, 447.0, 36.0], shoonya_0sT0P8TGLTLNA1, 6471514]
[unordered-list, [579.0, 654.0, 455.0, 36.0], shoonya_1sQKL2F7DAQBO1, 6471514]
[unordered-list, [579.0, 690.0, 455.0, 36.0], shoonya_1sQKL2F7DAQBO1, 6471514]
[unordered-list, [579.0, 726.0, 455.0, 36.0], shoonya_1sQKL2F7DAQBO1, 6471514]
[unordered-list, [579.0, 762.0, 455.0, 36.0], shoonya_1sQKL2F7DAQBO1, 6471514]
[unordered-list, [579.0, 798.0, 455.0, 36.0], shoonya_1sQKL2F7DAQBO1, 6471514]
[unordered-list, [579.0, 834.0, 455.0, 36.0], shoonya_1sQKL2F7DAQBO1, 6471514]
[unordered-list, [579.0, 870.0, 455.0, 36.0], shoonya_1sQKL2F7DAQBO1, 6471514]
[unordered-list, [579.0, 906.0, 455.0, 36.0], shoonya_1sQKL2F7DAQBO1, 6471514]
[paragraph, [578.0, 958.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 994.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 1030.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 1066.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 1102.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 1138.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 1174.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 1210.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 1246.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 1282.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 1318.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 1354.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [578.0, 1390.0, 457.0, 36.0], shoonya_3s3IM4PL5VVB8B, 6471514]
[paragraph, [115.0, 1006.0, 446.0, 36.0], kb_0Br4PyN, 6471514]
[paragraph, [115.0, 1042.0, 446.0, 36.0], kb_0Br4PyN, 6471514]
[paragraph, [115.0, 1078.0, 446.0, 36.0], kb_0Br4PyN, 6471514]
[paragraph, [115.0, 1114.0, 446.0, 36.0], kb_0Br4PyN, 6471514]
[paragraph, [115.0, 1150.0, 446.0, 36.0], kb_0Br4PyN, 6471514]
[paragraph, [115.0, 1186.0, 446.0, 36.0], kb_0Br4PyN, 6471514]
[unordered-list, [118.0, 1281.0, 445.0, 36.0], 1dJXzmSUY_, 6471514]
[unordered-list, [118.0, 1317.0, 445.0, 36.0], 1dJXzmSUY_, 6471514]
[unordered-list, [118.0, 1353.0, 445.0, 36.0], 1dJXzmSUY_, 6471514]
[unordered-list, [118.0, 1389.0, 445.0, 36.0], 1dJXzmSUY_, 6471514]
[folio, [105.0, 1489.0, 138.0, 36.0], Kp4YjdONuc, 6471514]
