[1294, 969]
[chapter-title, [302.0, 43.0, 278.0, 30.0], shoonya_0sIYYNIRMG2BN2, 5776670]
[paragraph, [102.0, 105.0, 677.0, 18.0], v-3JuMHF8B, 5776670]
[paragraph, [102.0, 123.0, 677.0, 18.0], v-3JuMHF8B, 5776670]
[paragraph, [102.0, 141.0, 677.0, 18.0], v-3JuMHF8B, 5776670]
[paragraph, [102.0, 159.0, 677.0, 18.0], v-3JuMHF8B, 5776670]
[paragraph, [102.0, 177.0, 677.0, 18.0], v-3JuMHF8B, 5776670]
[paragraph, [102.0, 195.0, 677.0, 18.0], v-3JuMHF8B, 5776670]
[paragraph, [102.0, 213.0, 677.0, 18.0], v-3JuMHF8B, 5776670]
[paragraph, [105.0, 234.0, 671.0, 18.0], CtmRveJ0yv, 5776670]
[paragraph, [105.0, 252.0, 671.0, 18.0], CtmRveJ0yv, 5776670]
[paragraph, [105.0, 283.0, 500.0, 18.0], SXIvTyt-jl, 5776670]
[paragraph, [105.0, 301.0, 500.0, 18.0], SXIvTyt-jl, 5776670]
[paragraph, [105.0, 337.0, 500.0, 18.0], E87PAx9PFE, 5776670]
[paragraph, [105.0, 355.0, 500.0, 18.0], E87PAx9PFE, 5776670]
[paragraph, [103.0, 381.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 399.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 417.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 435.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 453.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 471.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 489.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 507.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 525.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 543.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 561.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 579.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 597.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 615.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 633.0, 659.0, 18.0], 6vY5nauSIT, 5776670]
[paragraph, [103.0, 659.0, 660.0, 18.0], hBzoPumovz, 5776670]
[paragraph, [103.0, 677.0, 660.0, 18.0], hBzoPumovz, 5776670]
[paragraph, [102.0, 711.0, 667.0, 18.0], bylx020njz, 5776670]
[paragraph, [102.0, 729.0, 667.0, 18.0], bylx020njz, 5776670]
[paragraph, [102.0, 763.0, 541.0, 18.0], _ApDkQBLmN, 5776670]
[paragraph, [103.0, 784.0, 444.0, 18.0], HK2t7QQlcw, 5776670]
[paragraph, [103.0, 808.0, 658.0, 18.0], 4PuewcXD75, 5776670]
[paragraph, [103.0, 826.0, 658.0, 18.0], 4PuewcXD75, 5776670]
[paragraph, [105.0, 861.0, 662.0, 18.0], BXxpd2TaVZ, 5776670]
[paragraph, [105.0, 879.0, 662.0, 18.0], BXxpd2TaVZ, 5776670]
[paragraph, [105.0, 897.0, 662.0, 18.0], BXxpd2TaVZ, 5776670]
[paragraph, [102.0, 937.0, 522.0, 18.0], VeA-kg_v5-, 5776670]
[paragraph, [103.0, 961.0, 657.0, 18.0], f3FO6G2_jb, 5776670]
[paragraph, [103.0, 979.0, 657.0, 18.0], f3FO6G2_jb, 5776670]
[paragraph, [103.0, 997.0, 657.0, 18.0], f3FO6G2_jb, 5776670]
[paragraph, [103.0, 1015.0, 657.0, 18.0], f3FO6G2_jb, 5776670]
[paragraph, [103.0, 1034.0, 273.0, 18.0], gMbDJk7jtN, 5776670]
[paragraph, [105.0, 1059.0, 657.0, 18.0], 6RtoK_FOzW, 5776670]
[paragraph, [105.0, 1077.0, 657.0, 18.0], 6RtoK_FOzW, 5776670]
[paragraph, [105.0, 1095.0, 657.0, 18.0], 6RtoK_FOzW, 5776670]
