[914, 612]
[section-title, [172.0, 127.0, 161.0, 30.0], shoonya_1s9M4CNSI9BFST, 6460052]
[paragraph, [81.0, 177.0, 316.0, 18.0], AszQz9CMMM, 6460052]
[paragraph, [81.0, 195.0, 316.0, 18.0], AszQz9CMMM, 6460052]
[unordered-list, [77.0, 229.0, 374.0, 18.0], jyRPgD3xsl, 6460052]
[unordered-list, [77.0, 247.0, 374.0, 18.0], jyRPgD3xsl, 6460052]
[unordered-list, [77.0, 265.0, 374.0, 18.0], jyRPgD3xsl, 6460052]
[unordered-list, [77.0, 283.0, 374.0, 18.0], jyRPgD3xsl, 6460052]
[unordered-list, [77.0, 301.0, 374.0, 18.0], jyRPgD3xsl, 6460052]
[unordered-list, [77.0, 319.0, 374.0, 18.0], jyRPgD3xsl, 6460052]
[unordered-list, [77.0, 337.0, 374.0, 18.0], jyRPgD3xsl, 6460052]
[unordered-list, [77.0, 355.0, 374.0, 18.0], jyRPgD3xsl, 6460052]
[paragraph, [86.0, 376.0, 299.0, 18.0], WWfy-TX3HM, 6460052]
[paragraph, [82.0, 399.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 417.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 435.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 453.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 471.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 489.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 507.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 525.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 543.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 561.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 579.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 597.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 615.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 633.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 651.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 669.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 687.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 705.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 723.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 741.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
[paragraph, [82.0, 759.0, 376.0, 18.0], shoonya_0sY7QVPB54AUC9, 6460052]
