[1273, 732]
[folio, [34.0, 21.0, 111.0, 18.0], zIdYLIQJvS, 5781879]
[folio, [34.0, 39.0, 111.0, 18.0], zIdYLIQJvS, 5781879]
[headline, [72.0, 76.0, 575.0, 25.5], OyVk_3Jm1p, 5781879]
[ordered-list, [28.0, 107.0, 669.0, 18.0], PC0MiAWg2i, 5781879]
[ordered-list, [28.0, 125.0, 669.0, 18.0], PC0MiAWg2i, 5781879]
[ordered-list, [28.0, 143.0, 669.0, 18.0], PC0MiAWg2i, 5781879]
[ordered-list, [28.0, 161.0, 669.0, 18.0], PC0MiAWg2i, 5781879]
[ordered-list, [28.0, 179.0, 669.0, 18.0], PC0MiAWg2i, 5781879]
[ordered-list, [28.0, 197.0, 669.0, 18.0], PC0MiAWg2i, 5781879]
[ordered-list, [28.0, 215.0, 669.0, 18.0], PC0MiAWg2i, 5781879]
[ordered-list, [19.0, 244.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 262.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 280.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 298.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 316.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 334.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 352.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 370.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 388.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 406.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 424.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 442.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
[ordered-list, [19.0, 460.0, 684.0, 18.0], shoonya_0sMVETYD5U3SXJ, 5781879]
