[2200, 1700]
[section-title, [227.0, 149.0, 279.0, 52.5], shoonya_5sI0GO8L9CZCEA, 5750028]
[ordered-list, [360.0, 242.0, 981.0, 36.0], shoonya_0s3019TDUFGTD0, 5750028]
[ordered-list, [360.0, 278.0, 981.0, 36.0], shoonya_0s3019TDUFGTD0, 5750028]
[ordered-list, [360.0, 314.0, 981.0, 36.0], shoonya_0s3019TDUFGTD0, 5750028]
[ordered-list, [360.0, 350.0, 981.0, 36.0], shoonya_0s3019TDUFGTD0, 5750028]
[ordered-list, [360.0, 386.0, 981.0, 36.0], shoonya_0s3019TDUFGTD0, 5750028]
[ordered-list, [360.0, 422.0, 981.0, 36.0], shoonya_0s3019TDUFGTD0, 5750028]
[ordered-list, [360.0, 458.0, 981.0, 36.0], shoonya_0s3019TDUFGTD0, 5750028]
[ordered-list, [360.0, 494.0, 981.0, 36.0], shoonya_0s3019TDUFGTD0, 5750028]
[ordered-list, [360.0, 530.0, 981.0, 36.0], shoonya_0s3019TDUFGTD0, 5750028]
[section-title, [233.0, 650.0, 373.0, 52.5], shoonya_1sV3H73GFTT2CZ, 5750028]
[unordered-list, [981.0, 720.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 756.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 792.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 828.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 864.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 900.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 936.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 972.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 1008.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 1044.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 1080.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 1116.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 1152.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [981.0, 1188.0, 476.0, 36.0], o25wqfXlw_, 5750028]
[unordered-list, [397.0, 723.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 759.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 795.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 831.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 867.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 903.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 939.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 975.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 1011.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 1047.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 1083.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 1119.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 1155.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
[unordered-list, [397.0, 1191.0, 438.0, 36.0], shoonya_3sYDCTYGU22ZY4, 5750028]
