[884, 1828]
[section-title, [692.0, 61.0, 331.0, 30.0], AHB-wcc3vZ, 5763097]
[paragraph, [53.0, 70.0, 517.0, 18.0], shoonya_18sFAYE9AXALGZ, 5763097]
[paragraph, [53.0, 88.0, 517.0, 18.0], shoonya_18sFAYE9AXALGZ, 5763097]
[paragraph, [53.0, 106.0, 517.0, 18.0], shoonya_18sFAYE9AXALGZ, 5763097]
[paragraph, [53.0, 124.0, 517.0, 18.0], shoonya_18sFAYE9AXALGZ, 5763097]
[paragraph, [53.0, 142.0, 517.0, 18.0], shoonya_18sFAYE9AXALGZ, 5763097]
[paragraph, [683.0, 104.0, 436.0, 18.0], shoonya_6sT67KOSCZ97EI, 5763097]
[paragraph, [683.0, 122.0, 436.0, 18.0], shoonya_6sT67KOSCZ97EI, 5763097]
[unordered-list, [1235.0, 165.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 183.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 201.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 219.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 237.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 255.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 273.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 291.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 309.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 327.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 345.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 363.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 381.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 399.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 417.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 435.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 453.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 471.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[unordered-list, [1235.0, 489.0, 377.0, 18.0], shoonya_19sQH6P4AP38VA, 5763097]
[paragraph, [47.0, 187.0, 472.0, 18.0], R2t_Jyx9LT, 5763097]
[paragraph, [47.0, 205.0, 472.0, 18.0], R2t_Jyx9LT, 5763097]
[paragraph, [47.0, 223.0, 472.0, 18.0], R2t_Jyx9LT, 5763097]
[unordered-list, [647.0, 215.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 233.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 251.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 269.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 287.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 305.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 323.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 341.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 359.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 377.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 395.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 413.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[unordered-list, [647.0, 431.0, 305.0, 18.0], shoonya_7sFRU4L8XKFSZ7, 5763097]
[paragraph, [52.0, 285.0, 466.0, 18.0], LFpfhekBgF, 5763097]
[paragraph, [52.0, 303.0, 466.0, 18.0], LFpfhekBgF, 5763097]
[paragraph, [52.0, 321.0, 466.0, 18.0], LFpfhekBgF, 5763097]
[paragraph, [52.0, 339.0, 466.0, 18.0], LFpfhekBgF, 5763097]
[paragraph, [52.0, 357.0, 466.0, 18.0], LFpfhekBgF, 5763097]
[section-title, [52.0, 420.0, 171.0, 30.0], 2H_bpD7gQ2, 5763097]
[figure-caption, [362.0, 488.0, 190.0, 18.0], shoonya_25s72K1Y6AKOX9, 5763097]
[unordered-list, [645.0, 523.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 541.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 559.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 577.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 595.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 613.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 631.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 649.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 667.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 685.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 703.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 721.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [645.0, 739.0, 325.0, 18.0], shoonya_5sC4NP6O6DMPFH, 5763097]
[unordered-list, [1242.0, 576.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
[unordered-list, [1242.0, 594.0, 315.0, 18.0], shoonya_11sBLMZ45PGZFH, 5763097]
