[2339, 1653]
[folio, [707.0, 261.0, 230.0, 36.0], shoonya_3sP15JTY69E9PO, 5685885]
[folio, [707.0, 297.0, 230.0, 36.0], shoonya_3sP15JTY69E9PO, 5685885]
[paragraph, [222.0, 435.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 471.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 507.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 543.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 579.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 615.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 651.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 687.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 723.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 759.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 795.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 831.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 867.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 903.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 939.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 975.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 1011.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 1047.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 1083.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [222.0, 1119.0, 1211.0, 36.0], shoonya_0s2FV0LQV7QFZQ, 5685885]
[paragraph, [224.0, 1207.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [224.0, 1243.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [224.0, 1279.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [224.0, 1315.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [224.0, 1351.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [224.0, 1387.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [224.0, 1423.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [224.0, 1459.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [224.0, 1495.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [224.0, 1531.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [224.0, 1567.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [224.0, 1603.0, 1213.0, 36.0], shoonya_2sMFXHRD6O88K8, 5685885]
[paragraph, [221.0, 1678.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
[paragraph, [221.0, 1714.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
[paragraph, [221.0, 1750.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
[paragraph, [221.0, 1786.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
[paragraph, [221.0, 1822.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
[paragraph, [221.0, 1858.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
[paragraph, [221.0, 1894.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
[paragraph, [221.0, 1930.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
[paragraph, [221.0, 1966.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
[paragraph, [221.0, 2002.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
[paragraph, [221.0, 2038.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
[paragraph, [221.0, 2074.0, 1208.0, 36.0], shoonya_1s2O2OUMIRTM9F, 5685885]
