[1468, 909]
[headline, [396.0, 74.0, 218.0, 25.5], aQxWGx5hh9, 5770397]
[paragraph, [82.0, 141.0, 373.0, 18.0], shoonya_0s5K5LQ7BAH2U7, 5770397]
[paragraph, [82.0, 159.0, 373.0, 18.0], shoonya_0s5K5LQ7BAH2U7, 5770397]
[paragraph, [82.0, 177.0, 373.0, 18.0], shoonya_0s5K5LQ7BAH2U7, 5770397]
[paragraph, [82.0, 195.0, 373.0, 18.0], shoonya_0s5K5LQ7BAH2U7, 5770397]
[paragraph, [82.0, 213.0, 373.0, 18.0], shoonya_0s5K5LQ7BAH2U7, 5770397]
[paragraph, [82.0, 231.0, 373.0, 18.0], shoonya_0s5K5LQ7BAH2U7, 5770397]
[paragraph, [82.0, 249.0, 373.0, 18.0], shoonya_0s5K5LQ7BAH2U7, 5770397]
[paragraph, [82.0, 267.0, 373.0, 18.0], shoonya_0s5K5LQ7BAH2U7, 5770397]
[paragraph, [459.0, 144.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 162.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 180.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 198.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 216.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 234.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 252.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 270.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 288.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 306.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 324.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 342.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 360.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 378.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 396.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 414.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 432.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 450.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 468.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 486.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 504.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 522.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 540.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 558.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 576.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 594.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 612.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 630.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 648.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 666.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 684.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 702.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 720.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 738.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [459.0, 756.0, 372.0, 18.0], o-k9l4dyLg, 5770397]
[paragraph, [79.0, 288.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 306.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 324.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 342.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 360.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 378.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 396.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 414.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 432.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 450.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 468.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 486.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 504.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [79.0, 522.0, 373.0, 18.0], BfuY2XKFtx, 5770397]
[paragraph, [78.0, 548.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 566.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 584.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 602.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 620.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 638.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 656.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 674.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 692.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 710.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 728.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 746.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 764.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 782.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 800.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 818.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 836.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 854.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 872.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 890.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 908.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 926.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 944.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 962.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 980.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 998.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 1016.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 1034.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 1052.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 1070.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 1088.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [78.0, 1106.0, 372.0, 18.0], 5969hwSkYd, 5770397]
[paragraph, [456.0, 780.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 798.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 816.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 834.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 852.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 870.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 888.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 906.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 924.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 942.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
[paragraph, [456.0, 960.0, 374.0, 18.0], lsYn4GMUDc, 5770397]
