[1200, 825]
[paragraph, [143.0, 108.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 126.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 144.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 162.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 180.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 198.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 216.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 234.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 252.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 270.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 288.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 306.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 324.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 342.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 360.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 378.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 396.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 414.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 432.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 450.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [143.0, 468.0, 541.0, 18.0], shoonya_1sX8UAYD65V2S8, 5691053]
[paragraph, [136.0, 494.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 512.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 530.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 548.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 566.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 584.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 602.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 620.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 638.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 656.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 674.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 692.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 710.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 728.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 746.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 764.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 782.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 800.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 818.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 836.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 854.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 872.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [136.0, 890.0, 547.0, 18.0], shoonya_0sEM1QZUSKBYOT, 5691053]
[paragraph, [137.0, 915.0, 549.0, 18.0], shoonya_2s3HUKC2TV8VR3, 5691053]
[paragraph, [137.0, 933.0, 549.0, 18.0], shoonya_2s3HUKC2TV8VR3, 5691053]
[paragraph, [137.0, 951.0, 549.0, 18.0], shoonya_2s3HUKC2TV8VR3, 5691053]
[paragraph, [137.0, 969.0, 549.0, 18.0], shoonya_2s3HUKC2TV8VR3, 5691053]
[paragraph, [137.0, 987.0, 549.0, 18.0], shoonya_2s3HUKC2TV8VR3, 5691053]
[paragraph, [137.0, 1005.0, 549.0, 18.0], shoonya_2s3HUKC2TV8VR3, 5691053]
[paragraph, [137.0, 1023.0, 549.0, 18.0], shoonya_2s3HUKC2TV8VR3, 5691053]
