[1387, 987]
[paragraph, [53.0, 89.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 107.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 125.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 143.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 161.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 179.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 197.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 215.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 233.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 251.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 269.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 287.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 305.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 323.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 341.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 359.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 377.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 395.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 413.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 431.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 449.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 467.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 485.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 503.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 521.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 539.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 557.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 575.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 593.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 611.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 629.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 647.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 665.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 683.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 701.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 719.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 737.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 755.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 773.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 791.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [53.0, 809.0, 870.0, 18.0], shoonya_0s0GC3BDHOQ37C, 5652402]
[paragraph, [50.0, 844.0, 883.0, 18.0], PJ0eeZKGaO, 5652402]
[paragraph, [50.0, 862.0, 883.0, 18.0], PJ0eeZKGaO, 5652402]
[paragraph, [50.0, 880.0, 883.0, 18.0], PJ0eeZKGaO, 5652402]
[paragraph, [50.0, 898.0, 883.0, 18.0], PJ0eeZKGaO, 5652402]
[paragraph, [50.0, 916.0, 883.0, 18.0], PJ0eeZKGaO, 5652402]
[paragraph, [50.0, 934.0, 883.0, 18.0], PJ0eeZKGaO, 5652402]
[paragraph, [50.0, 952.0, 883.0, 18.0], PJ0eeZKGaO, 5652402]
[paragraph, [39.0, 976.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 994.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 1012.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 1030.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 1048.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 1066.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 1084.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 1102.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 1120.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 1138.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 1156.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 1174.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [39.0, 1192.0, 926.0, 18.0], TzY_zpujuL, 5652402]
[paragraph, [45.0, 1219.0, 787.0, 18.0], pwmwAKvARW, 5652402]
[paragraph, [45.0, 1237.0, 787.0, 18.0], pwmwAKvARW, 5652402]
[paragraph, [45.0, 1255.0, 787.0, 18.0], pwmwAKvARW, 5652402]
[paragraph, [45.0, 1273.0, 787.0, 18.0], pwmwAKvARW, 5652402]
