[990, 611]
[section-title, [118.0, 93.0, 287.0, 30.0], VFctsGOWYr, 5756433]
[paragraph, [126.0, 111.0, 395.0, 18.0], BEdOuuyTHd, 5756433]
[paragraph, [126.0, 129.0, 395.0, 18.0], BEdOuuyTHd, 5756433]
[paragraph, [126.0, 147.0, 395.0, 18.0], BEdOuuyTHd, 5756433]
[paragraph, [126.0, 165.0, 395.0, 18.0], BEdOuuyTHd, 5756433]
[paragraph, [126.0, 183.0, 395.0, 18.0], BEdOuuyTHd, 5756433]
[sub-section-title, [126.0, 210.0, 79.0, 25.5], _VKG5Eynry, 5756433]
[ordered-list, [122.0, 239.0, 269.0, 18.0], shoonya_0s5481353CEPJD, 5756433]
[ordered-list, [122.0, 257.0, 269.0, 18.0], shoonya_0s5481353CEPJD, 5756433]
[ordered-list, [122.0, 275.0, 269.0, 18.0], shoonya_0s5481353CEPJD, 5756433]
[ordered-list, [122.0, 293.0, 269.0, 18.0], shoonya_0s5481353CEPJD, 5756433]
[ordered-list, [122.0, 311.0, 269.0, 18.0], shoonya_0s5481353CEPJD, 5756433]
[ordered-list, [122.0, 329.0, 269.0, 18.0], shoonya_0s5481353CEPJD, 5756433]
[ordered-list, [122.0, 347.0, 269.0, 18.0], shoonya_0s5481353CEPJD, 5756433]
[paragraph, [128.0, 361.0, 387.0, 18.0], I0Sg-0QJ5I, 5756433]
[paragraph, [128.0, 379.0, 387.0, 18.0], I0Sg-0QJ5I, 5756433]
[ordered-list, [133.0, 431.0, 223.0, 18.0], D9HZjP9-5y, 5756433]
[ordered-list, [133.0, 449.0, 223.0, 18.0], D9HZjP9-5y, 5756433]
[ordered-list, [133.0, 467.0, 223.0, 18.0], D9HZjP9-5y, 5756433]
[paragraph, [145.0, 470.0, 394.0, 18.0], Yks1xLn5bD, 5756433]
[paragraph, [145.0, 488.0, 394.0, 18.0], Yks1xLn5bD, 5756433]
[paragraph, [145.0, 506.0, 394.0, 18.0], Yks1xLn5bD, 5756433]
[ordered-list, [150.0, 531.0, 253.0, 18.0], 0EwBbr-lqT, 5756433]
[ordered-list, [150.0, 549.0, 253.0, 18.0], 0EwBbr-lqT, 5756433]
[ordered-list, [150.0, 567.0, 253.0, 18.0], 0EwBbr-lqT, 5756433]
[ordered-list, [150.0, 585.0, 253.0, 18.0], 0EwBbr-lqT, 5756433]
[ordered-list, [150.0, 603.0, 253.0, 18.0], 0EwBbr-lqT, 5756433]
[ordered-list, [150.0, 621.0, 253.0, 18.0], 0EwBbr-lqT, 5756433]
[ordered-list, [150.0, 639.0, 253.0, 18.0], 0EwBbr-lqT, 5756433]
[ordered-list, [150.0, 657.0, 253.0, 18.0], 0EwBbr-lqT, 5756433]
[ordered-list, [150.0, 675.0, 253.0, 18.0], 0EwBbr-lqT, 5756433]
[ordered-list, [150.0, 693.0, 253.0, 18.0], 0EwBbr-lqT, 5756433]
[ordered-list, [150.0, 711.0, 253.0, 18.0], 0EwBbr-lqT, 5756433]
[sub-unordered-list, [188.0, 690.0, 169.0, 18.0], FeaAwRqczB, 5756433]
[sub-unordered-list, [188.0, 708.0, 169.0, 18.0], FeaAwRqczB, 5756433]
