[792, 612]
[paragraph, [50.0, 88.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 106.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 124.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 142.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 160.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 178.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 196.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 214.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 232.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 250.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 268.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 286.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 304.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 322.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 340.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 358.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 376.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 394.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 412.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 430.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 448.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 466.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 484.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 502.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 520.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 538.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 556.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 574.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 592.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 610.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 628.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 646.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [50.0, 664.0, 153.0, 18.0], shoonya_3sWEABJ8VB14UI, 6516413]
[paragraph, [410.0, 88.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 106.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 124.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 142.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 160.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 178.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 196.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 214.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 232.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 250.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 268.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 286.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 304.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 322.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 340.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 358.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 376.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 394.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 412.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 430.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 448.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 466.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 484.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 502.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 520.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 538.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 556.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 574.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
[paragraph, [410.0, 592.0, 152.0, 18.0], yZTYAWQLxx, 6516413]
