[3508, 2481]
[contact-info, [721.0, 98.0, 1067.0, 52.5], shoonya_6s9AS67XN4H567, 6491006]
[contact-info, [721.0, 150.5, 1067.0, 52.5], shoonya_6s9AS67XN4H567, 6491006]
[contact-info, [706.0, 457.0, 1063.0, 52.5], shoonya_12sPE47Q6JWUCL, 6491006]
[contact-info, [706.0, 509.5, 1063.0, 52.5], shoonya_12sPE47Q6JWUCL, 6491006]
[contact-info, [1470.0, 681.0, 802.0, 52.5], shoonya_5sY8M4U1LVL9EW, 6491006]
[contact-info, [1470.0, 733.5, 802.0, 52.5], shoonya_5sY8M4U1LVL9EW, 6491006]
[contact-info, [1470.0, 786.0, 802.0, 52.5], shoonya_5sY8M4U1LVL9EW, 6491006]
[headline, [1072.0, 884.0, 304.0, 52.5], shoonya_7sYNF461WJZMZG, 6491006]
[headline, [1072.0, 936.5, 304.0, 52.5], shoonya_7sYNF461WJZMZG, 6491006]
[paragraph, [635.0, 1100.0, 1197.0, 52.5], 8ZOxfW7pPf, 6491006]
[dateline, [1078.0, 1311.0, 337.0, 52.5], shoonya_4s5260LO4LMHS9, 6491006]
[paragraph, [227.0, 1540.0, 450.0, 52.5], shoonya_9s8TFS1K1N8SJA, 6491006]
[paragraph, [222.0, 1660.0, 2056.0, 52.5], shoonya_0sL1H7EO9B66WP, 6491006]
[paragraph, [222.0, 1712.5, 2056.0, 52.5], shoonya_0sL1H7EO9B66WP, 6491006]
[paragraph, [222.0, 1765.0, 2056.0, 52.5], shoonya_0sL1H7EO9B66WP, 6491006]
[paragraph, [222.0, 1817.5, 2056.0, 52.5], shoonya_0sL1H7EO9B66WP, 6491006]
[paragraph, [222.0, 1870.0, 2056.0, 52.5], shoonya_0sL1H7EO9B66WP, 6491006]
[paragraph, [222.0, 1922.5, 2056.0, 52.5], shoonya_0sL1H7EO9B66WP, 6491006]
[paragraph, [220.0, 2023.0, 2074.0, 52.5], shoonya_2s0TT8TOCPR8X8, 6491006]
[paragraph, [220.0, 2075.5, 2074.0, 52.5], shoonya_2s0TT8TOCPR8X8, 6491006]
[paragraph, [220.0, 2128.0, 2074.0, 52.5], shoonya_2s0TT8TOCPR8X8, 6491006]
[paragraph, [220.0, 2180.5, 2074.0, 52.5], shoonya_2s0TT8TOCPR8X8, 6491006]
[paragraph, [220.0, 2233.0, 2074.0, 52.5], shoonya_2s0TT8TOCPR8X8, 6491006]
[paragraph, [220.0, 2285.5, 2074.0, 52.5], shoonya_2s0TT8TOCPR8X8, 6491006]
[paragraph, [220.0, 2338.0, 2074.0, 52.5], shoonya_2s0TT8TOCPR8X8, 6491006]
[paragraph, [217.0, 2392.0, 2139.0, 52.5], rnsdOEs4ot, 6491006]
[paragraph, [217.0, 2444.5, 2139.0, 52.5], rnsdOEs4ot, 6491006]
[paragraph, [217.0, 2497.0, 2139.0, 52.5], rnsdOEs4ot, 6491006]
[paragraph, [217.0, 2549.5, 2139.0, 52.5], rnsdOEs4ot, 6491006]
[paragraph, [217.0, 2602.0, 2139.0, 52.5], rnsdOEs4ot, 6491006]
[contact-info, [223.0, 3012.0, 462.0, 52.5], g9EC0ayIvd, 6491006]
[contact-info, [204.0, 3298.0, 507.0, 52.5], shoonya_13sY7UEJGJ4RTB, 6491006]
[contact-info, [204.0, 3350.5, 507.0, 52.5], shoonya_13sY7UEJGJ4RTB, 6491006]
