[872, 605]
[section-title, [263.0, 27.0, 74.0, 30.0], 7uDxkGmYY_, 6457437]
[folio, [36.0, 28.0, 90.0, 18.0], 8TzrgX_Jw6, 6457437]
[paragraph, [35.0, 71.0, 266.0, 18.0], shoonya_0s1WMMD61LC4TD, 6457437]
[paragraph, [35.0, 89.0, 266.0, 18.0], shoonya_0s1WMMD61LC4TD, 6457437]
[paragraph, [35.0, 107.0, 266.0, 18.0], shoonya_0s1WMMD61LC4TD, 6457437]
[paragraph, [302.0, 71.0, 260.0, 18.0], eXROrlPY05, 6457437]
[paragraph, [302.0, 89.0, 260.0, 18.0], eXROrlPY05, 6457437]
[paragraph, [302.0, 105.0, 236.0, 18.0], JsPSPh4Jg3, 6457437]
[paragraph, [302.0, 123.0, 236.0, 18.0], JsPSPh4Jg3, 6457437]
[paragraph, [301.0, 140.0, 260.0, 18.0], n-1XVC8hXx, 6457437]
[paragraph, [301.0, 158.0, 260.0, 18.0], n-1XVC8hXx, 6457437]
[paragraph, [301.0, 176.0, 260.0, 18.0], n-1XVC8hXx, 6457437]
[paragraph, [301.0, 194.0, 260.0, 18.0], n-1XVC8hXx, 6457437]
[paragraph, [301.0, 212.0, 260.0, 18.0], n-1XVC8hXx, 6457437]
[paragraph, [35.0, 142.0, 266.0, 18.0], AjXWEQQukz, 6457437]
[paragraph, [35.0, 160.0, 266.0, 18.0], AjXWEQQukz, 6457437]
[paragraph, [35.0, 178.0, 266.0, 18.0], AjXWEQQukz, 6457437]
[paragraph, [35.0, 196.0, 266.0, 18.0], AjXWEQQukz, 6457437]
[paragraph, [34.0, 211.0, 241.0, 18.0], uu0IAdEBAL, 6457437]
[paragraph, [34.0, 229.0, 241.0, 18.0], uu0IAdEBAL, 6457437]
[paragraph, [301.0, 245.0, 263.0, 18.0], eVrC2WPsly, 6457437]
[paragraph, [301.0, 263.0, 263.0, 18.0], eVrC2WPsly, 6457437]
[paragraph, [301.0, 281.0, 263.0, 18.0], eVrC2WPsly, 6457437]
[paragraph, [301.0, 299.0, 263.0, 18.0], eVrC2WPsly, 6457437]
[paragraph, [37.0, 249.0, 207.0, 18.0], 6kX6uTR1ii, 6457437]
[paragraph, [36.0, 267.0, 263.0, 18.0], DIwhF4CLyZ, 6457437]
[paragraph, [36.0, 285.0, 263.0, 18.0], DIwhF4CLyZ, 6457437]
[paragraph, [36.0, 303.0, 263.0, 18.0], DIwhF4CLyZ, 6457437]
[paragraph, [36.0, 321.0, 263.0, 18.0], DIwhF4CLyZ, 6457437]
[paragraph, [299.0, 331.0, 227.0, 18.0], 4wQuRI71p-, 6457437]
[paragraph, [299.0, 349.0, 227.0, 18.0], 4wQuRI71p-, 6457437]
[paragraph, [34.0, 341.0, 265.0, 18.0], v-6ZOoHSwe, 6457437]
[paragraph, [34.0, 359.0, 265.0, 18.0], v-6ZOoHSwe, 6457437]
[paragraph, [34.0, 377.0, 265.0, 18.0], v-6ZOoHSwe, 6457437]
[paragraph, [301.0, 366.0, 258.0, 18.0], L7PYxkiyU7, 6457437]
[paragraph, [301.0, 384.0, 258.0, 18.0], L7PYxkiyU7, 6457437]
[paragraph, [299.0, 404.0, 263.0, 18.0], h1pYO8xPA-, 6457437]
[paragraph, [299.0, 422.0, 263.0, 18.0], h1pYO8xPA-, 6457437]
[paragraph, [299.0, 440.0, 263.0, 18.0], h1pYO8xPA-, 6457437]
[paragraph, [35.0, 409.0, 261.0, 18.0], WACoPMR6dw, 6457437]
[paragraph, [34.0, 429.0, 219.0, 18.0], JWBefL-VKe, 6457437]
[paragraph, [35.0, 448.0, 264.0, 18.0], J4zEnc5RuQ, 6457437]
